onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,65,,2.5,0,1,
0.0,77,,2.0,0,1,
1.5,65,,1.0,0,1,
2.0,77,,1.0,0,1,
2.5,65,,2.0,0,1,
3.0,76,,2.0,0,1,
4.5,66,,1.0,0,1,
5.0,76,,1.0,0,1,
5.5,66,,2.0,0,1,
6.0,75,,2.0,0,1,
7.5,67,,1.0,0,1,
8.0,75,,1.0,0,1,
8.5,67,,2.0,0,1,
9.0,74,,2.0,0,1,
10.5,68,,1.0,0,1,
11.0,74,,1.0,0,1,
11.5,68,,2.0,0,1,
12.0,41,,1.0,1,1,
12.0,73,,2.0,0,1,
13.0,53,,1.0,1,1,
13.0,63,,1.0,1,1,
13.5,69,,1.0,0,1,
14.0,53,,1.0,1,1,
14.0,63,,1.0,1,1,
14.0,73,,4.0,0,1,
14.5,69,,0.5,0,1,
15.0,46,,1.0,1,1,
15.0,69,,0.75,0,1,
15.75,70,,0.25,0,1,
16.0,53,,1.0,1,1,
16.0,61,,1.0,1,1,
16.0,70,,1.0,0,1,
17.0,51,,1.0,1,1,
17.0,55,,1.0,1,1,
17.0,61,,1.0,1,1,
17.0,70,,2.5,0,1,
18.0,44,,1.0,1,1,
18.0,77,,2.0,0,1,
19.0,56,,1.0,1,1,
19.0,66,,1.0,1,1,
19.5,72,,1.0,0,1,
20.0,56,,1.0,1,1,
20.0,66,,1.0,1,1,
20.0,77,,4.0,0,1,
20.5,72,,0.5,0,1,
21.0,49,,1.0,1,1,
21.0,72,,0.75,0,1,
21.75,73,,0.25,0,1,
22.0,56,,1.0,1,1,
22.0,65,,1.0,1,1,
22.0,73,,1.0,0,1,
23.0,55,,1.0,1,1,
23.0,58,,1.0,1,1,
23.0,65,,1.0,1,1,
23.0,73,,2.5,0,1,
24.0,48,,1.0,1,1,
24.0,80,,2.0,0,1,
25.0,60,,1.0,1,1,
25.0,65,,1.0,1,1,
25.0,70,,1.0,1,1,
25.5,76,,1.0,0,1,
26.0,60,,1.0,1,1,
26.0,67,,1.0,1,1,
26.0,70,,1.0,1,1,
26.0,80,,3.0,0,1,
26.5,76,,0.5,0,1,
27.0,53,,3.0,1,1,
27.0,76,,0.75,0,1,
27.75,77,,0.25,0,1,
28.0,60,,1.0,1,1,
28.0,68,,1.0,1,1,
28.0,77,,1.0,0,1,
29.0,60,,1.0,1,1,
29.0,68,,1.0,1,1,
29.0,77,,1.75,0,1,
29.0,89,,1.75,0,1,
30.0,41,,1.0,1,1,
30.0,81,,2.0,0,1,
30.75,78,,0.25,0,1,
30.75,90,,0.25,0,1,
31.0,60,,1.0,1,1,
31.0,63,,1.0,1,1,
31.0,69,,1.0,1,1,
31.0,78,,1.0,0,1,
31.0,90,,1.0,0,1,
32.0,63,,1.0,1,1,
32.0,69,,1.0,0,1,
32.0,72,,1.0,1,1,
33.0,46,,1.0,1,1,
33.0,72,,1.5,0,1,
33.0,84,,1.5,0,1,
34.0,53,,1.0,1,1,
34.0,61,,1.0,1,1,
34.5,70,,0.5,0,1,
34.5,82,,0.5,0,1,
35.0,53,,1.0,1,1,
35.0,61,,1.0,1,1,
35.0,68,,0.5,0,1,
35.5,66,,0.5,0,1,
36.0,46,,1.0,1,1,
36.0,65,,1.5,0,1,
36.0,73,,1.5,0,1,a
37.0,53,,1.0,1,1,
37.0,63,,1.0,1,1,
37.5,66,,0.5,0,1,
37.5,69,,0.5,0,1,a
38.0,53,,1.0,1,1,
38.0,63,,1.0,1,1,
38.0,65,,0.5,0,1,
38.0,73,,0.5,0,1,a
38.5,63,,0.5,0,1,
38.5,69,,0.5,0,1,a
39.0,46,,1.0,1,1,
39.0,63,,0.75,0,1,
39.0,69,,0.75,0,1,a
39.75,61,,0.25,0,1,
39.75,70,,0.25,0,1,a
40.0,53,,1.0,1,1,
40.0,58,,1.0,1,1,
40.0,61,,1.0,0,1,
40.0,70,,1.0,0,1,a
41.0,51,,1.0,1,1,
41.0,61,,1.0,1,1,
41.0,67,,1.0,0,1,
41.0,70,,1.0,0,1,a
42.0,44,,1.0,1,1,
42.0,68,,1.5,0,1,
42.0,77,,1.5,0,1,a
43.0,56,,1.0,1,1,
43.0,66,,1.0,1,1,
43.5,69,,0.5,0,1,
43.5,72,,0.5,0,1,a
44.0,56,,1.0,1,1,
44.0,66,,1.0,1,1,
44.0,68,,0.5,0,1,
44.0,77,,0.5,0,1,a
44.5,66,,0.5,0,1,
44.5,72,,0.5,0,1,a
45.0,49,,1.0,1,1,
45.0,66,,0.75,0,1,
45.0,72,,0.75,0,1,a
45.75,65,,0.25,0,1,
45.75,73,,0.25,0,1,a
46.0,56,,1.0,1,1,
46.0,61,,1.0,1,1,
46.0,65,,1.0,0,1,
46.0,73,,1.0,0,1,a
47.0,55,,1.0,1,1,
47.0,65,,1.0,1,1,
47.0,71,,1.0,0,1,
47.0,73,,1.0,0,1,a
48.0,48,,1.0,1,1,
48.0,72,,1.5,0,1,
48.0,80,,1.5,0,1,a
49.0,60,,1.0,1,1,
49.0,70,,1.0,1,1,
49.5,73,,0.5,0,1,
49.5,76,,0.5,0,1,a
50.0,60,,1.0,1,1,
50.0,70,,1.0,1,1,
50.0,72,,0.5,0,1,
50.0,80,,0.5,0,1,a
50.5,70,,0.5,0,1,
50.5,76,,0.5,0,1,a
51.0,53,,2.0,1,1,
51.0,70,,0.75,0,1,
51.0,76,,0.75,0,1,a
51.75,69,,0.25,0,1,
51.75,77,,0.25,0,1,a
52.0,60,,1.0,1,1,
52.0,65,,1.0,1,1,
52.0,69,,1.0,0,1,
52.0,77,,1.0,0,1,a
53.0,53,,1.0,1,1,
53.0,60,,1.0,1,1,
53.0,69,,1.0,1,1,
53.0,77,,1.0,0,1,
53.0,89,,1.0,0,1,a
54.0,41,,1.0,1,1,
54.0,80,,0.75,0,1,
54.0,92,,0.75,0,1,a
54.75,78,,0.25,0,1,
54.75,90,,0.25,0,1,a
55.0,60,,1.0,1,1,
55.0,63,,1.0,1,1,
55.0,69,,1.0,1,1,
55.0,72,,1.0,1,1,
55.0,78,,1.0,0,1,
55.0,90,,1.0,0,1,a
56.0,53,,1.0,1,1,
56.0,60,,1.0,1,1,
56.0,63,,1.0,1,1,
56.0,69,,1.0,0,1,a
57.0,46,,1.0,1,1,
57.0,70,,3.5,0,1,a
58.0,53,,1.0,1,1,
58.0,61,,1.0,1,1,
59.0,51,,1.0,1,1,
59.0,54,,1.0,1,1,
59.0,61,,1.0,1,1,
60.0,44,,1.0,1,1,
60.75,66,,0.25,0,1,
60.75,68,,0.25,0,1,a
61.0,51,,1.0,1,1,
61.0,56,,1.0,1,1,
61.0,60,,0.5,0,1,a
61.5,66,,0.5,0,1,
61.5,68,,0.5,0,1,a
62.0,51,,1.0,1,1,
62.0,56,,1.0,1,1,
62.0,60,,1.0,1,1,
62.0,75,,1.0,0,1,a
63.0,37,,1.0,1,1,
63.0,70,,0.5,0,1,a
63.75,65,,0.25,0,1,
63.75,68,,0.25,0,1,a
64.0,53,,1.0,1,1,
64.0,56,,1.0,1,1,
64.0,61,,0.5,0,1,a
64.5,65,,0.5,0,1,
64.5,68,,0.5,0,1,a
65.0,53,,1.0,1,1,
65.0,56,,1.0,1,1,
65.0,61,,1.0,1,1,
65.0,77,,1.0,0,1,a
66.0,44,,1.0,1,1,
66.0,70,,0.5,0,1,a
66.75,66,,0.25,0,1,
66.75,68,,0.25,0,1,a
67.0,51,,1.0,1,1,
67.0,56,,1.0,1,1,
67.0,60,,0.5,0,1,a
67.5,66,,0.5,0,1,
67.5,68,,0.5,0,1,a
68.0,51,,1.0,1,1,
68.0,56,,1.0,1,1,
68.0,60,,1.0,1,1,
68.0,78,,1.0,0,1,a
69.0,49,,1.0,1,1,
69.0,82,,1.5,0,1,a
70.0,56,,1.0,1,1,
70.0,59,,1.0,1,1,
70.0,65,,1.0,1,1,
70.75,80,,0.25,0,1,a
71.0,50,,1.0,1,1,
71.0,71,,0.75,0,1,a
71.75,80,,0.25,0,1,a
72.0,51,,1.0,1,1,
72.0,70,,0.875,0,1,a
72.875,80,,0.125,0,1,a
73.0,54,,1.0,1,1,
73.0,58,,1.0,1,1,
73.0,63,,1.0,1,1,
73.0,70,,0.875,0,1,a
73.875,80,,0.125,0,1,a
74.0,42,,1.0,1,1,
74.0,70,,0.875,0,1,a
74.875,78,,0.125,0,1,a
75.0,44,,1.0,1,1,
