onset,midi_number,morphetic_number,duration,staff_number,measure,type
20.0,48,,0.75,1,1,
20.0,64,,0.5,0,1,
20.5,69,,1.0,0,1,
20.75,50,,0.25,1,1,
21.0,52,,0.25,1,1,
21.0,76,,1.0,0,1,a
21.25,53,,0.125,1,1,
21.375,52,,0.125,1,1,
21.5,50,,0.25,1,1,
21.5,68,,0.5,0,1,
21.75,52,,0.25,1,1,
22.0,53,,1.0,1,1,
22.0,57,,0.5,0,1,
22.0,72,,1.0,0,1,a
22.5,69,,0.125,0,1,
22.625,67,,0.125,0,1,
22.75,65,,0.125,0,1,
22.875,64,,0.125,0,1,
23.0,62,,0.5,0,1,
23.0,77,,1.0,0,1,a
23.5,65,,0.125,0,1,
23.625,64,,0.125,0,1,
23.75,62,,0.125,0,1,
23.875,60,,0.125,0,1,
24.0,59,,0.125,0,1,
24.0,68,,1.0,0,1,a
24.125,60,,0.125,0,1,
24.25,62,,0.375,0,1,
24.5,53,,0.5,1,1,
24.625,60,,0.125,0,1,
24.75,59,,0.125,0,1,
24.875,57,,0.125,0,1,
25.0,47,,0.5,1,1,
25.0,56,,0.125,0,1,
25.125,57,,0.125,0,1,
25.25,59,,0.375,0,1,
25.5,50,,0.5,1,1,
25.625,57,,0.125,0,1,
25.75,56,,0.125,0,1,
25.875,54,,0.125,0,1,
26.0,44,,0.5,1,1,
26.0,52,,0.75,0,1,
26.5,47,,0.5,1,1,
26.5,74,,0.5,0,1,a
26.75,54,,0.125,0,1,
26.875,56,,0.125,0,1,
27.0,52,,1.0,1,1,
27.0,56,,0.75,0,1,
27.0,71,,0.5,0,1,a
27.5,76,,0.5,0,1,a
27.75,54,,0.125,0,1,
27.875,56,,0.125,0,1,
28.0,45,,0.5,1,1,
28.0,57,,0.5,0,1,
28.0,72,,0.5,0,1,a
28.5,69,,0.5,0,1,
28.625,57,,0.125,0,1,
28.75,59,,0.125,0,1,
28.875,60,,0.125,0,1,
29.0,62,,0.5,0,1,
29.0,66,,0.5,0,1,
29.5,54,,0.5,1,1,
29.5,74,,0.5,0,1,
29.625,60,,0.125,0,1,
29.75,59,,0.125,0,1,
29.875,57,,0.125,0,1,
30.0,55,,0.5,0,1,
30.0,71,,0.5,0,1,
30.5,67,,0.5,0,1,
30.625,55,,0.125,0,1,
30.75,57,,0.125,0,1,
30.875,59,,0.125,0,1,
31.0,60,,0.5,0,1,
31.0,64,,0.5,0,1,
31.5,52,,0.5,1,1,
31.5,72,,0.5,0,1,
31.625,58,,0.125,0,1,
31.75,57,,0.125,0,1,
31.875,55,,0.125,0,1,
32.0,53,,0.25,0,1,
32.0,69,,0.5,0,1,
32.25,65,,0.5,0,1,
32.5,55,,0.5,1,1,
32.5,71,,0.5,0,1,
32.75,65,,0.375,0,1,
33.0,57,,0.5,1,1,
33.0,72,,1.125,0,1,
33.125,64,,0.125,0,1,
33.25,65,,0.125,0,1,
33.375,67,,0.125,0,1,
33.5,55,,0.5,1,1,
33.5,69,,0.125,0,1,
33.625,67,,0.125,0,1,
33.75,65,,0.125,0,1,
33.875,64,,0.125,0,1,
34.0,53,,0.5,1,1,
34.0,62,,1.125,0,1,
34.125,72,,0.125,0,1,
34.25,74,,0.125,0,1,
34.375,76,,0.125,0,1,
34.5,50,,0.5,1,1,
34.5,77,,0.125,0,1,
34.625,76,,0.125,0,1,
34.75,74,,0.125,0,1,
34.875,72,,0.125,0,1,
35.0,55,,0.5,1,1,
35.0,71,,1.0,0,1,
35.125,62,,0.125,0,1,
35.25,64,,0.125,0,1,
35.375,65,,0.125,0,1,
35.5,53,,0.5,1,1,
35.5,67,,0.125,0,1,
35.625,65,,0.125,0,1,
35.75,64,,0.125,0,1,
35.875,62,,0.125,0,1,
36.0,52,,1.0,1,1,
36.0,60,,0.5,0,1,
36.5,55,,0.5,0,1,
