onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,74,,0.75,0,1,a
-0.25,75,,0.25,0,1,a
0.0,72,,0.5,0,1,a
0.5,70,,0.5,0,1,a
1.0,62,,1.0,1,1,
1.0,65,,1.0,1,1,
1.0,70,,1.0,0,1,a
2.0,62,,1.0,1,1,
2.0,65,,1.0,1,1,
2.0,70,,1.0,0,1,a
3.0,63,,1.0,1,1,
3.0,65,,1.0,1,1,
3.0,69,,1.0,0,1,a
5.0,75,,0.75,0,1,a
5.75,77,,0.25,0,1,a
6.0,74,,0.5,0,1,a
6.5,72,,0.5,0,1,a
7.0,63,,1.0,1,1,
7.0,65,,1.0,1,1,
7.0,72,,1.0,0,1,a
8.0,63,,1.0,1,1,
8.0,65,,1.0,1,1,
8.0,72,,1.0,0,1,a
9.0,62,,1.0,1,1,
9.0,65,,1.0,1,1,
9.0,70,,1.0,0,1,a
11.0,58,,0.75,1,1,
11.0,74,,0.75,0,1,a
11.75,60,,0.25,1,1,
11.75,75,,0.25,0,1,a
12.0,53,,7.0,1,1,
12.0,62,,0.5,1,1,
12.0,77,,0.5,0,1,a
12.5,63,,0.5,1,1,
12.5,79,,0.5,0,1,a
13.0,60,,0.5,1,1,
13.0,75,,0.5,0,1,a
13.5,57,,0.5,1,1,
13.5,72,,0.5,0,1,a
14.0,58,,0.5,1,1,
14.0,74,,0.5,0,1,a
14.5,60,,0.5,1,1,
14.5,75,,0.5,0,1,a
15.0,62,,0.5,1,1,
15.0,77,,0.5,0,1,a
15.5,63,,0.5,1,1,
15.5,79,,0.5,0,1,a
16.0,60,,0.5,1,1,
16.0,75,,0.5,0,1,a
16.5,57,,0.5,1,1,
16.5,72,,0.5,0,1,a
17.0,58,,0.5,1,1,
17.0,74,,0.5,0,1,a
17.5,60,,0.5,1,1,
17.5,75,,0.5,0,1,a
18.0,62,,1.0,1,1,
18.0,77,,0.5,0,1,a
18.5,82,,0.5,0,1,a
19.0,81,,0.5,0,1,a
