onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,70,,1.0,0,1,a
0.0,51,,0.25,0,1,
0.25,55,,0.25,0,1,
0.5,58,,0.25,0,1,
0.75,55,,0.25,0,1,
1.0,67,,0.5,0,1,a
1.0,51,,0.25,0,1,
1.25,55,,0.25,0,1,
1.5,67,,0.5,0,1,a
1.5,58,,0.25,0,1,
1.75,55,,0.25,0,1,
2.0,67,,0.875,0,1,a
2.0,63,,1.0,0,1,a
2.0,46,,0.25,0,1,a
2.25,51,,0.25,0,1,
2.5,55,,0.25,0,1,
2.75,51,,0.25,0,1,
2.875,68,,0.125,0,1,a
3.0,46,,0.25,0,1,a
3.0,65,,0.5,0,1,a
3.0,62,,0.5,0,1,a
3.25,50,,0.25,0,1,
3.5,53,,0.25,0,1,a
3.75,50,,0.25,0,1,a
4.0,63,,1.0,0,1,a
4.0,51,,1.0,0,1,a
4.0,55,,0.25,0,1,
4.25,58,,0.25,0,1,
4.5,55,,0.25,0,1,
4.75,58,,0.25,0,1,
5.0,65,,1.0,0,1,a
5.0,62,,0.25,0,1,
5.0,46,,1.0,0,1,a
5.25,58,,0.25,0,1,
5.5,62,,0.25,0,1,
5.75,58,,0.25,0,1,
6.0,67,,0.375,0,1,
6.0,39,,1.0,0,1,a
6.0,63,,0.5,0,1,a
6.375,68,,0.125,0,1,a
6.5,70,,0.125,0,1,
6.625,72,,0.125,0,1,a
6.75,74,,0.125,0,1,a
6.875,75,,0.125,0,1,a
7.0,70,,0.25,0,1,a
7.5,79,,0.25,0,1,a
7.5,75,,0.25,0,1,a
7.75,77,,0.25,0,1,a
7.75,74,,0.25,0,1,a
8.0,75,,0.25,0,1,a
8.0,72,,0.25,0,1,a
8.25,74,,0.25,0,1,
8.25,70,,0.25,0,1,
8.5,72,,0.25,0,1,
8.5,68,,0.25,0,1,a
8.5,50,,0.25,0,1,a
8.75,70,,0.25,0,1,
8.75,51,,0.25,0,1,
8.75,67,,0.25,0,1,a
9.0,68,,0.25,0,1,a
9.0,65,,0.25,0,1,a
9.0,53,,0.25,0,1,
9.25,67,,0.25,0,1,a
9.25,63,,0.25,0,1,a
9.25,55,,0.25,0,1,
9.5,72,,0.25,0,1,a
9.5,60,,0.25,0,1,
9.5,56,,0.25,0,1,a
9.75,68,,0.25,0,1,a
9.75,65,,0.25,0,1,a
9.75,53,,0.25,0,1,
10.0,63,,1.0,0,1,a
10.0,67,,1.0,0,1,a
10.0,57,,0.25,0,1,a
10.25,58,,0.25,0,1,
10.5,55,,0.25,0,1,a
10.75,51,,0.25,0,1,a
11.0,65,,0.25,0,1,a
11.0,62,,0.5,0,1,a
11.0,46,,0.5,0,1,a
11.25,67,,0.25,0,1,a
11.5,68,,0.25,0,1,a
11.75,69,,0.25,0,1,a
12.0,70,,0.625,0,1,a
12.0,51,,0.25,0,1,a
12.25,55,,0.25,0,1,
12.5,58,,0.25,0,1,
12.625,74,,0.125,0,1,a
12.75,75,,0.125,0,1,a
12.75,55,,0.25,0,1,
12.875,70,,0.125,0,1,a
13.0,67,,0.25,0,1,a
13.0,51,,0.25,0,1,
13.25,67,,0.25,0,1,
13.25,55,,0.25,0,1,
13.5,67,,0.25,0,1,a
13.5,58,,0.25,0,1,
13.75,67,,0.25,0,1,
13.75,55,,0.25,0,1,
14.0,67,,0.875,0,1,a
14.0,63,,1.0,0,1,a
14.0,46,,0.25,0,1,a
14.25,51,,0.25,0,1,
14.5,55,,0.25,0,1,
14.75,51,,0.25,0,1,
14.875,68,,0.125,0,1,a
15.0,65,,0.5,0,1,a
15.0,62,,0.5,0,1,a
15.0,46,,0.25,0,1,a
15.25,50,,0.25,0,1,
15.5,53,,0.25,0,1,a
15.625,70,,0.125,0,1,a
15.75,68,,0.125,0,1,a
15.75,50,,0.25,0,1,a
15.875,65,,0.125,0,1,a
16.0,63,,1.0,0,1,a
16.0,51,,1.0,0,1,a
16.25,58,,0.25,0,1,
16.5,55,,0.25,0,1,
16.75,58,,0.25,0,1,
17.0,65,,1.0,0,1,a
17.0,62,,0.25,0,1,
17.0,46,,1.0,0,1,a
17.25,58,,0.25,0,1,
17.5,62,,0.25,0,1,
17.75,58,,0.25,0,1,
18.0,39,,1.0,0,1,a
18.0,67,,0.375,0,1,
18.0,63,,0.5,0,1,a
18.375,68,,0.125,0,1,a
18.5,70,,0.125,0,1,
18.625,72,,0.125,0,1,a
18.75,74,,0.125,0,1,a
18.875,75,,0.125,0,1,a
19.0,70,,0.25,0,1,a
19.5,75,,0.125,0,1,a
19.625,74,,0.125,0,1,a
19.75,73,,0.125,0,1,a
19.875,72,,0.125,0,1,a
20.0,71,,0.25,0,1,a
20.25,63,,0.25,0,1,
20.25,55,,0.25,0,1,
20.5,75,,0.125,0,1,a
20.625,74,,0.125,0,1,a
20.75,73,,0.125,0,1,a
20.875,72,,0.125,0,1,a
21.0,71,,0.25,0,1,a
21.25,63,,0.25,0,1,
21.25,55,,0.25,0,1,
21.5,75,,0.125,0,1,a
21.625,74,,0.125,0,1,a
21.75,73,,0.125,0,1,a
21.875,72,,0.125,0,1,a
22.0,71,,1.0,0,1,a
22.0,63,,1.25,0,1,
22.0,55,,1.0,0,1,a
23.0,72,,0.25,0,1,a
23.0,56,,0.25,0,1,a
23.5,65,,0.125,0,1,a
23.625,67,,0.125,0,1,a
23.75,68,,0.125,0,1,a
23.875,69,,0.125,0,1,a
24.0,70,,0.625,0,1,a
24.5,51,,0.5,0,1,
24.5,43,,0.5,0,1,
24.625,72,,0.125,0,1,a
24.75,74,,0.125,0,1,a
24.875,75,,0.125,0,1,a
25.0,63,,0.75,0,1,
25.0,46,,0.5,0,1,
25.0,58,,0.75,0,1,
25.0,55,,0.5,0,1,a
25.5,56,,0.5,0,1,a
25.75,62,,0.25,0,1,a
25.75,67,,0.125,0,1,a
25.875,65,,0.125,0,1,a
26.0,51,,0.5,0,1,
26.0,63,,0.5,0,1,
26.0,55,,0.5,0,1,a
26.5,63,,0.5,0,1,
26.5,51,,0.5,0,1,
26.5,55,,0.5,0,1,a
28.0,77,,1.0,0,1,a
28.0,58,,2.0,0,1,
28.0,74,,0.25,0,1,a
28.25,65,,0.25,0,1,a
28.5,74,,0.25,0,1,a
28.75,65,,0.25,0,1,a
29.0,74,,1.0,0,1,a
29.0,70,,0.25,0,1,a
29.25,65,,0.25,0,1,
29.5,70,,0.25,0,1,a
29.75,65,,0.25,0,1,
30.0,77,,0.625,0,1,
30.0,74,,0.625,0,1,
30.0,53,,1.25,0,1,
30.0,41,,1.25,0,1,a
30.625,76,,0.125,0,1,a
30.625,73,,0.125,0,1,a
30.75,75,,0.125,0,1,a
30.75,72,,0.125,0,1,a
30.875,74,,0.125,0,1,a
30.875,70,,0.125,0,1,a
31.0,72,,0.25,0,1,a
31.0,69,,0.25,0,1,a
31.5,78,,0.125,0,1,a
31.5,74,,0.125,0,1,
31.625,75,,0.125,0,1,
31.625,79,,0.125,0,1,a
31.75,78,,0.125,0,1,a
31.75,74,,0.125,0,1,a
31.875,75,,0.125,0,1,a
31.875,79,,0.125,0,1,a
32.0,69,,0.25,0,1,
32.0,72,,0.25,0,1,
32.0,66,,0.125,0,1,
32.125,65,,0.125,0,1,a
32.25,66,,0.125,0,1,
32.375,65,,0.125,0,1,
32.5,78,,0.125,0,1,a
32.5,74,,0.125,0,1,
32.625,75,,0.125,0,1,
32.625,79,,0.125,0,1,a
32.75,78,,0.125,0,1,a
32.75,74,,0.125,0,1,a
32.875,75,,0.125,0,1,a
32.875,79,,0.125,0,1,a
33.0,72,,0.25,0,1,a
33.0,69,,0.25,0,1,
33.0,66,,0.125,0,1,
33.125,65,,0.125,0,1,a
33.25,66,,0.125,0,1,a
33.375,65,,0.125,0,1,a
33.5,71,,0.125,0,1,a
33.625,72,,0.125,0,1,a
33.75,74,,0.125,0,1,a
33.875,75,,0.125,0,1,a
34.0,77,,0.75,0,1,a
34.0,58,,1.25,0,1,a
34.25,60,,0.25,0,1,a
34.5,63,,0.25,0,1,a
34.75,79,,0.125,0,1,a
34.75,69,,0.25,0,1,a
34.875,75,,0.125,0,1,a
35.0,74,,0.25,0,1,a
35.0,70,,0.25,0,1,a
35.5,77,,0.1875,0,1,a
35.6875,74,,0.0625,0,1,a
35.75,77,,0.1875,0,1,a
35.9375,74,,0.0625,0,1,a
36.0,82,,0.5,0,1,a
36.0,50,,0.25,0,1,a
36.25,53,,0.25,0,1,
36.5,82,,1.125,0,1,a
36.5,58,,0.25,0,1,
36.75,53,,0.25,0,1,
37.0,50,,0.25,0,1,
37.25,53,,0.25,0,1,
37.5,58,,0.25,0,1,
37.625,84,,0.125,0,1,a
37.75,53,,0.25,0,1,
37.75,86,,0.125,0,1,a
37.875,82,,0.125,0,1,a
38.0,81,,0.25,0,1,a
38.0,51,,0.25,0,1,
38.25,79,,0.25,0,1,a
38.25,55,,0.25,0,1,
38.5,79,,1.125,0,1,a
38.5,58,,0.25,0,1,
38.75,55,,0.25,0,1,
39.0,51,,0.25,0,1,
39.25,55,,0.25,0,1,
39.5,58,,0.25,0,1,
39.625,81,,0.125,0,1,a
39.75,82,,0.125,0,1,a
39.75,55,,0.25,0,1,
39.875,79,,0.125,0,1,a
40.0,77,,0.25,0,1,a
40.0,53,,0.25,0,1,
40.25,75,,0.25,0,1,a
40.25,57,,0.25,0,1,
40.5,75,,0.75,0,1,a
40.5,60,,0.25,0,1,
40.75,57,,0.25,0,1,
41.0,53,,0.25,0,1,
41.25,75,,0.25,0,1,a
41.25,57,,0.25,0,1,
41.5,75,,0.25,0,1,a
41.5,60,,0.25,0,1,
41.75,75,,0.25,0,1,a
41.75,57,,0.25,0,1,
42.0,73,,0.5,0,1,a
42.0,55,,0.25,0,1,
42.25,58,,0.25,0,1,
42.5,62,,0.25,0,1,
42.5,74,,0.5,0,1,a
42.75,58,,0.25,0,1,
43.0,55,,0.25,0,1,
43.125,70,,0.125,0,1,a
43.25,72,,0.125,0,1,a
43.25,58,,0.25,0,1,
43.375,74,,0.125,0,1,a
43.5,75,,0.125,0,1,a
43.5,62,,0.25,0,1,
43.625,77,,0.125,0,1,a
43.75,79,,0.125,0,1,a
43.75,58,,0.25,0,1,
43.875,81,,0.125,0,1,a
44.0,82,,0.1875,0,1,a
44.0,50,,0.25,0,1,
44.1875,77,,0.0625,0,1,a
44.25,86,,0.1875,0,1,a
44.25,53,,0.25,0,1,
44.4375,82,,0.0625,0,1,
44.5,89,,0.625,0,1,a
44.5,58,,0.25,0,1,
44.75,53,,0.25,0,1,
45.0,50,,0.25,0,1,
45.125,86,,0.125,0,1,a
45.25,83,,0.125,0,1,a
45.25,53,,0.25,0,1,
45.375,80,,0.125,0,1,a
45.5,77,,0.125,0,1,a
45.5,56,,0.25,0,1,
45.625,74,,0.125,0,1,a
45.75,71,,0.125,0,1,a
