onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,77,,1.0,0,1,a
0.0,69,,0.5,0,1,
0.5,72,,0.5,0,1,
1.0,81,,1.0,0,1,a
1.0,65,,0.5,0,1,
1.5,72,,0.5,0,1,
2.0,81,,0.25,0,1,
2.0,70,,0.5,0,1,
2.25,79,,0.25,0,1,
2.5,79,,0.25,0,1,
2.5,72,,0.5,0,1,
2.75,76,,0.25,0,1,
3.0,77,,0.75,0,1,
3.0,69,,0.5,0,1,
3.5,72,,0.5,0,1,
3.75,81,,0.25,0,1,
4.0,81,,0.25,0,1,
4.0,70,,0.5,0,1,
4.25,79,,0.25,0,1,
4.5,79,,0.25,0,1,
4.5,72,,0.5,0,1,
4.75,76,,0.25,0,1,
5.0,77,,0.75,0,1,
5.0,69,,0.5,0,1,
5.5,72,,0.5,0,1,
5.75,81,,0.25,0,1,
6.0,72,,2.0,0,1,
6.0,84,,0.25,0,1,
6.0,67,,0.5,0,1,
6.25,82,,0.25,0,1,
6.5,82,,0.25,0,1,
6.5,64,,0.5,0,1,
6.75,79,,0.25,0,1,a
7.0,82,,0.25,0,1,a
7.0,65,,0.5,0,1,
7.25,81,,0.25,0,1,
7.5,81,,0.25,0,1,
7.5,69,,0.5,0,1,
7.75,77,,0.25,0,1,a
8.0,74,,0.75,0,1,
8.0,70,,0.5,0,1,
8.5,58,,0.5,0,1,
8.75,76,,0.25,0,1,a
9.0,77,,0.5,0,1,a
9.0,62,,0.5,0,1,
9.5,79,,0.5,0,1,
9.5,65,,1.0,0,1,
9.5,59,,0.5,0,1,
10.0,72,,1.25,0,1,a
10.0,60,,1.5,0,1,
10.5,64,,0.25,0,1,
10.75,62,,0.25,0,1,
11.0,64,,0.5,0,1,
11.25,73,,0.25,0,1,a
11.5,74,,0.25,0,1,a
11.75,76,,0.25,0,1,a
12.0,77,,1.0,0,1,a
12.0,69,,0.5,0,1,
12.5,72,,0.5,0,1,
13.0,81,,1.0,0,1,a
13.0,65,,0.5,0,1,
13.5,72,,0.5,0,1,
14.0,81,,0.25,0,1,
14.0,70,,0.5,0,1,
14.25,79,,0.25,0,1,
14.5,79,,0.25,0,1,
14.5,72,,0.5,0,1,
14.75,76,,0.25,0,1,
15.0,77,,0.75,0,1,a
15.0,69,,0.5,0,1,
15.5,72,,0.5,0,1,
15.75,81,,0.25,0,1,
16.0,81,,0.25,0,1,
16.0,70,,0.5,0,1,
16.25,79,,0.25,0,1,
16.5,79,,0.25,0,1,
16.5,72,,0.5,0,1,
16.75,76,,0.25,0,1,
17.0,77,,0.75,0,1,
17.0,69,,0.5,0,1,
17.5,72,,0.5,0,1,
17.75,81,,0.25,0,1,
18.0,84,,0.25,0,1,
18.0,67,,0.5,0,1,
18.0,72,,1.5,0,1,
18.25,82,,0.25,0,1,
18.5,82,,0.25,0,1,a
18.5,64,,0.5,0,1,
18.75,79,,0.25,0,1,a
19.0,65,,0.5,0,1,
19.0,82,,0.25,0,1,a
19.25,81,,0.25,0,1,
19.5,62,,0.5,0,1,
19.5,81,,0.25,0,1,a
19.75,77,,0.25,0,1,a
20.0,74,,0.75,0,1,a
20.0,58,,1.0,0,1,
20.5,70,,0.5,0,1,
20.75,79,,0.25,0,1,
21.0,69,,0.5,0,1,
21.0,77,,0.5,0,1,
21.0,60,,1.0,0,1,
21.5,76,,0.5,0,1,
21.5,67,,0.5,0,1,
21.5,70,,0.5,0,1,
22.0,76,,1.0,0,1,a
22.0,65,,0.5,0,1,
22.0,70,,1.0,0,1,
22.5,60,,0.5,0,1,
23.0,77,,0.5,0,1,
23.0,69,,0.5,0,1,
23.0,53,,0.5,0,1,
24.0,79,,1.0,0,1,a
24.0,64,,0.5,0,1,
24.5,72,,0.5,0,1,
25.0,81,,1.0,0,1,a
25.0,65,,0.5,0,1,
25.5,72,,0.5,0,1,
26.0,79,,0.25,0,1,
26.0,67,,0.5,0,1,
26.25,77,,0.25,0,1,
26.5,71,,0.5,0,1,
26.5,77,,0.25,0,1,a
26.75,76,,0.25,0,1,
27.0,76,,1.0,0,1,a
27.0,69,,0.5,0,1,
27.5,72,,0.5,0,1,
28.0,79,,0.75,0,1,a
28.0,64,,0.5,0,1,
28.5,72,,0.5,0,1,
28.75,84,,0.25,0,1,a
29.0,65,,0.5,0,1,
29.0,83,,0.25,0,1,a
29.25,81,,0.25,0,1,
29.5,72,,0.5,0,1,
29.75,81,,0.25,0,1,
30.0,79,,0.25,0,1,
30.0,67,,0.5,0,1,
30.25,77,,0.25,0,1,
30.5,71,,0.5,0,1,
30.75,77,,0.25,0,1,a
31.0,75,,0.25,0,1,a
31.0,69,,0.5,0,1,
31.25,76,,0.25,0,1,
31.5,72,,0.5,0,1,a
31.75,76,,0.25,0,1,a
32.0,69,,1.0,0,1,
32.0,65,,1.0,0,1,
32.0,74,,0.25,0,1,a
32.25,76,,0.083333336,0,1,a
32.333332,74,,0.083333336,0,1,a
32.416668,73,,0.083333336,0,1,a
32.5,74,,0.25,0,1,a
32.75,76,,0.25,0,1,a
33.0,77,,0.25,0,1,a
33.25,79,,0.25,0,1,a
33.5,80,,0.25,0,1,a
33.75,81,,0.25,0,1,a
34.0,72,,0.75,0,1,
34.0,64,,1.0,0,1,
34.0,55,,1.5,0,1,
34.75,74,,0.125,0,1,a
