onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,69,,2.0,0,1,a
0.0,45,,2.0,0,1,
0.0,57,,2.0,0,1,
2.0,64,,1.0,0,1,a
2.0,40,,1.0,0,1,
2.0,52,,1.0,0,1,
3.0,61,,1.0,0,1,
3.0,73,,0.5,0,1,a
3.0,49,,1.0,0,1,
3.5,74,,0.25,0,1,a
3.75,71,,0.25,0,1,a
4.0,69,,1.0,0,1,a
4.0,57,,1.0,0,1,
4.0,45,,1.0,0,1,
6.0,76,,0.5,0,1,a
6.5,78,,0.25,0,1,a
6.75,74,,0.25,0,1,a
7.0,73,,1.0,0,1,a
8.0,85,,1.0,0,1,a
8.0,57,,1.0,0,1,
8.0,66,,1.0,0,1,
9.0,75,,1.0,0,1,
9.0,69,,1.0,0,1,
9.0,59,,1.0,0,1,
10.0,76,,1.5,0,1,a
10.0,64,,1.0,0,1,
10.0,68,,1.0,0,1,
11.5,77,,0.5,0,1,a
12.0,80,,0.5,0,1,a
12.5,78,,0.5,0,1,a
13.0,76,,0.5,0,1,a
13.5,74,,0.5,0,1,a
14.0,73,,0.5,0,1,a
14.5,71,,0.5,0,1,a
15.0,69,,0.5,0,1,a
15.0,52,,0.5,0,1,
15.5,68,,0.5,0,1,a
15.5,62,,0.5,0,1,
16.0,76,,0.5,0,1,a
16.0,59,,0.5,0,1,
16.5,74,,0.5,0,1,a
16.5,62,,0.5,0,1,
17.0,59,,0.5,0,1,
17.5,62,,0.5,0,1,
18.0,71,,0.5,0,1,a
18.0,52,,0.5,0,1,
18.5,69,,0.5,0,1,a
18.5,61,,0.5,0,1,
19.0,78,,0.5,0,1,a
19.0,57,,0.5,0,1,
19.5,61,,0.5,0,1,
19.5,76,,0.5,0,1,a
20.0,57,,0.5,0,1,
20.5,61,,0.5,0,1,
21.0,73,,0.5,0,1,a
21.0,50,,0.5,0,1,
21.5,71,,0.5,0,1,a
21.5,59,,0.5,0,1,
22.0,79,,0.5,0,1,a
22.0,54,,0.5,0,1,
22.5,78,,0.5,0,1,a
22.5,59,,0.5,0,1,
23.0,54,,0.5,0,1,
23.5,59,,0.5,0,1,
24.0,66,,1.0,0,1,a
24.0,50,,1.0,0,1,
25.0,76,,0.5,0,1,a
25.5,74,,0.5,0,1,a
