onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,77,,0.5,0,1,a
-0.5,79,,0.5,0,1,a
-0.5,59,,0.5,0,1,
-0.5,67,,0.5,0,1,a
0.0,77,,0.25,0,1,a
0.0,67,,1.0,0,1,a
0.0,60,,1.0,0,1,a
0.25,75,,0.25,0,1,a
0.5,74,,0.25,0,1,a
0.75,72,,0.25,0,1,a
1.0,75,,0.5,0,1,a
1.5,77,,0.5,0,1,a
1.5,65,,0.5,0,1,a
1.5,57,,0.5,0,1,a
2.0,65,,1.0,0,1,a
2.0,58,,1.0,0,1,a
2.0,75,,0.25,0,1,a
2.25,74,,0.25,0,1,a
2.5,72,,0.25,0,1,a
2.75,70,,0.25,0,1,a
3.0,77,,0.5,0,1,a
3.5,82,,0.5,0,1,a
3.5,62,,0.5,0,1,
3.5,70,,0.5,0,1,a
4.0,81,,0.25,0,1,a
4.0,63,,0.5,0,1,
4.0,70,,1.0,0,1,a
4.25,79,,0.25,0,1,a
4.5,79,,0.25,0,1,a
4.5,62,,0.5,0,1,a
4.75,77,,0.25,0,1,a
5.0,77,,0.25,0,1,a
5.0,60,,0.5,0,1,
5.0,69,,0.5,0,1,a
5.25,75,,0.25,0,1,a
5.5,58,,0.5,0,1,a
5.5,75,,0.25,0,1,a
5.5,70,,0.5,0,1,a
5.75,74,,0.25,0,1,a
6.0,74,,0.5,0,1,a
6.0,70,,0.5,0,1,
6.0,65,,1.0,0,1,a
6.5,72,,0.5,0,1,a
6.5,69,,0.5,0,1,a
7.0,77,,0.25,0,1,a
7.25,76,,0.25,0,1,a
7.5,77,,0.25,0,1,a
7.5,59,,0.5,0,1,a
7.5,47,,0.5,0,1,a
7.75,79,,0.25,0,1,a
8.0,48,,0.5,0,1,
8.0,60,,0.5,0,1,a
8.0,77,,0.25,0,1,a
8.25,75,,0.25,0,1,a
8.5,74,,0.25,0,1,a
8.5,51,,0.5,0,1,a
8.5,63,,0.5,0,1,a
8.75,72,,0.25,0,1,a
9.0,75,,0.25,0,1,a
9.25,74,,0.25,0,1,a
9.5,75,,0.25,0,1,
9.5,57,,0.5,0,1,a
9.5,45,,0.5,0,1,a
9.75,77,,0.25,0,1,a
10.0,58,,0.5,0,1,a
10.0,75,,0.25,0,1,a
10.0,46,,0.5,0,1,a
10.25,74,,0.25,0,1,a
