onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,76,,0.75,0,1,a
0.5,48,,0.25,0,1,
0.75,77,,0.125,0,1,a
0.875,79,,0.125,0,1,a
1.0,52,,0.5,0,1,
1.0,72,,0.5,0,1,a
1.5,71,,0.5,0,1,
1.5,74,,0.5,0,1,a
1.5,55,,0.5,0,1,
2.0,71,,0.5,0,1,
2.0,74,,0.5,0,1,a
2.0,60,,0.5,0,1,
2.5,48,,0.5,0,1,
2.5,77,,0.25,0,1,a
2.5,72,,0.5,0,1,
2.75,76,,0.25,0,1,a
3.0,74,,1.0,0,1,a
3.0,71,,1.0,0,1,
3.0,55,,0.5,0,1,
3.5,43,,0.5,0,1,
4.0,76,,0.75,0,1,a
4.5,48,,0.25,0,1,
4.75,77,,0.125,0,1,a
4.875,79,,0.125,0,1,a
5.0,72,,0.5,0,1,a
5.0,52,,0.5,0,1,
5.5,71,,0.5,0,1,
5.5,74,,0.5,0,1,a
5.5,55,,0.5,0,1,
6.0,77,,0.5,0,1,a
6.0,74,,0.5,0,1,
6.0,60,,0.5,0,1,
6.5,76,,0.5,0,1,a
6.5,48,,0.5,0,1,
6.5,72,,0.5,0,1,
7.0,74,,1.0,0,1,a
7.0,71,,1.0,0,1,
7.0,55,,0.5,0,1,
7.5,43,,0.5,0,1,
8.0,77,,0.75,0,1,a
8.0,57,,0.5,0,1,
8.5,60,,0.5,0,1,
8.75,79,,0.125,0,1,a
8.875,77,,0.125,0,1,a
9.0,55,,0.5,0,1,
9.0,76,,0.5,0,1,a
9.5,76,,0.5,0,1,a
9.5,60,,0.5,0,1,
10.0,81,,0.75,0,1,a
10.0,53,,0.5,0,1,
10.5,60,,0.5,0,1,
10.75,83,,0.125,0,1,a
10.875,84,,0.125,0,1,a
11.0,52,,0.5,0,1,
11.0,79,,0.5,0,1,a
11.5,79,,0.5,0,1,a
11.5,60,,0.5,0,1,
12.0,79,,0.25,0,1,a
12.25,77,,0.25,0,1,a
12.5,77,,0.25,0,1,a
12.5,59,,0.5,0,1,
12.5,67,,0.5,0,1,
12.75,74,,0.25,0,1,a
13.0,77,,0.25,0,1,a
13.25,76,,0.25,0,1,a
13.5,76,,0.25,0,1,a
13.5,67,,0.5,0,1,
13.5,60,,0.5,0,1,
13.75,72,,0.25,0,1,a
14.0,73,,0.25,0,1,a
14.0,59,,1.0,0,1,
14.0,55,,1.0,0,1,
14.25,74,,0.25,0,1,a
14.5,76,,0.25,0,1,a
14.75,74,,0.25,0,1,a
15.0,72,,0.25,0,1,a
15.25,71,,0.25,0,1,a
15.5,69,,0.25,0,1,a
15.75,67,,0.25,0,1,a
16.0,36,,0.25,0,1,
16.0,76,,0.75,0,1,a
16.25,40,,0.25,0,1,
16.5,43,,0.25,0,1,
16.75,77,,0.125,0,1,a
16.75,48,,0.25,0,1,
16.875,79,,0.125,0,1,a
17.0,40,,0.25,0,1,
17.0,72,,0.5,0,1,a
17.25,52,,0.25,0,1,
17.5,74,,0.5,0,1,a
17.5,43,,0.25,0,1,
17.5,71,,0.5,0,1,
17.75,55,,0.25,0,1,
18.0,48,,0.25,0,1,
18.0,74,,0.5,0,1,a
18.0,71,,0.5,0,1,
18.25,52,,0.25,0,1,
18.5,77,,0.25,0,1,a
18.5,55,,0.25,0,1,
18.5,72,,0.5,0,1,
18.75,76,,0.25,0,1,a
18.75,60,,0.25,0,1,
19.0,43,,0.25,0,1,
19.0,74,,1.0,0,1,a
19.0,71,,1.0,0,1,
19.25,47,,0.25,0,1,
19.5,50,,0.25,0,1,
19.75,55,,0.25,0,1,
20.0,76,,0.75,0,1,a
20.0,36,,0.25,0,1,
20.25,40,,0.25,0,1,
20.5,43,,0.25,0,1,
20.75,77,,0.125,0,1,a
20.75,48,,0.25,0,1,
20.875,79,,0.125,0,1,a
21.0,40,,0.25,0,1,
21.0,72,,0.5,0,1,a
21.25,52,,0.25,0,1,
21.5,74,,0.5,0,1,a
21.5,43,,0.25,0,1,
21.5,71,,0.5,0,1,
21.75,55,,0.25,0,1,
22.0,77,,0.5,0,1,a
22.0,74,,0.5,0,1,
22.0,48,,0.25,0,1,
22.25,52,,0.25,0,1,
22.5,55,,0.25,0,1,
22.5,76,,0.5,0,1,a
22.5,72,,0.5,0,1,
22.75,60,,0.25,0,1,
23.0,43,,0.25,0,1,
23.0,71,,1.0,0,1,
23.0,74,,1.0,0,1,a
23.25,47,,0.25,0,1,
23.5,50,,0.25,0,1,
23.75,55,,0.25,0,1,
24.0,77,,0.75,0,1,a
24.0,57,,0.25,0,1,
24.25,60,,0.25,0,1,
24.5,57,,0.25,0,1,
24.75,79,,0.125,0,1,a
24.75,60,,0.25,0,1,
24.875,77,,0.125,0,1,a
25.0,76,,0.5,0,1,a
25.0,55,,0.25,0,1,
25.25,60,,0.25,0,1,
25.5,76,,0.5,0,1,a
25.5,55,,0.25,0,1,
25.75,60,,0.25,0,1,
26.0,81,,0.75,0,1,a
26.0,53,,0.25,0,1,
26.25,60,,0.25,0,1,
26.5,53,,0.25,0,1,
26.75,83,,0.125,0,1,a
26.75,60,,0.125,0,1,
26.875,84,,0.125,0,1,a
27.0,52,,0.25,0,1,
27.0,79,,0.5,0,1,a
27.25,60,,0.25,0,1,
27.5,79,,0.5,0,1,a
27.5,52,,0.25,0,1,
27.75,60,,0.25,0,1,
28.0,80,,0.25,0,1,a
28.25,81,,0.25,0,1,a
28.5,77,,0.25,0,1,a
28.5,53,,0.5,0,1,
28.5,62,,0.5,0,1,
28.75,74,,0.25,0,1,a
29.0,64,,0.5,0,1,
29.0,72,,0.5,0,1,a
29.0,55,,1.0,0,1,
29.5,71,,0.5,0,1,a
29.5,62,,0.5,0,1,
30.0,72,,0.16666667,0,1,a
30.0,64,,1.0,0,1,
30.0,60,,1.0,0,1,
30.166666,67,,0.16666667,0,1,a
30.333334,76,,0.16666667,0,1,a
30.5,72,,0.16666667,0,1,a
30.666666,79,,0.16666667,0,1,a
30.833334,76,,0.16666667,0,1,a
31.0,84,,0.16666667,0,1,a
31.166666,83,,0.16666667,0,1,a
31.333334,81,,0.16666667,0,1,a
31.5,79,,0.16666667,0,1,a
31.666666,77,,0.16666667,0,1,a
31.833334,76,,0.16666667,0,1,a
32.0,73,,0.16666667,0,1,a
32.166668,74,,0.16666667,0,1,a
32.333332,77,,0.16666667,0,1,a
32.5,81,,0.16666667,0,1,a
32.5,62,,0.5,0,1,
32.5,57,,0.5,0,1,
32.5,53,,0.5,0,1,
32.666668,77,,0.16666667,0,1,a
32.833332,74,,0.16666667,0,1,a
33.0,60,,0.5,0,1,
33.0,64,,0.5,0,1,
33.0,79,,0.16666667,0,1,a
33.0,55,,1.0,0,1,
33.166668,76,,0.16666667,0,1,a
33.333332,72,,0.16666667,0,1,a
33.5,62,,0.5,0,1,
33.5,65,,0.5,0,1,
33.5,77,,0.16666667,0,1,a
33.666668,74,,0.16666667,0,1,a
33.833332,71,,0.16666667,0,1,a
34.0,60,,1.0,0,1,
34.0,64,,1.0,0,1,
34.0,72,,0.16666667,0,1,a
34.166668,67,,0.16666667,0,1,a
34.333332,76,,0.16666667,0,1,a
34.5,72,,0.16666667,0,1,a
34.666668,79,,0.16666667,0,1,a
34.833332,76,,0.16666667,0,1,a
35.0,84,,0.16666667,0,1,a
35.166668,83,,0.16666667,0,1,a
35.333332,81,,0.16666667,0,1,a
35.5,79,,0.16666667,0,1,a
35.666668,77,,0.16666667,0,1,a
35.833332,76,,0.16666667,0,1,a
36.0,73,,0.16666667,0,1,a
36.166668,74,,0.16666667,0,1,a
36.333332,77,,0.16666667,0,1,a
36.5,57,,0.5,0,1,
36.5,62,,0.5,0,1,
36.5,53,,0.5,0,1,
36.5,81,,0.16666667,0,1,a
36.666668,77,,0.16666667,0,1,a
36.833332,74,,0.16666667,0,1,a
37.0,60,,0.5,0,1,
37.0,64,,0.5,0,1,
37.0,55,,1.0,0,1,
37.0,79,,0.16666667,0,1,a
37.166668,76,,0.16666667,0,1,a
37.333332,72,,0.16666667,0,1,a
37.5,62,,0.5,0,1,
37.5,65,,0.5,0,1,
37.5,77,,0.16666667,0,1,a
37.666668,74,,0.16666667,0,1,a
37.833332,71,,0.16666667,0,1,a
38.0,64,,0.5,0,1,
38.0,60,,0.5,0,1,
38.0,72,,0.5,0,1,a
38.5,55,,0.5,0,1,
38.5,67,,0.5,0,1,a
39.0,60,,1.0,0,1,a
39.0,48,,1.0,0,1,
39.0,36,,1.0,0,1,
40.0,60,,0.25,0,1,
40.0,76,,1.0,0,1,a
40.25,67,,0.25,0,1,
40.5,66,,0.25,0,1,
40.75,67,,0.25,0,1,
41.0,77,,0.125,0,1,a
41.0,60,,0.25,0,1,
41.125,76,,0.125,0,1,a
41.25,67,,0.25,0,1,
41.25,74,,0.125,0,1,a
41.375,76,,0.125,0,1,a
41.5,79,,0.25,0,1,a
41.5,62,,0.25,0,1,
41.75,77,,0.25,0,1,a
41.75,67,,0.25,0,1,
42.0,76,,0.25,0,1,a
42.0,64,,0.25,0,1,
42.25,74,,0.25,0,1,a
42.25,67,,0.25,0,1,
42.5,72,,0.25,0,1,a
42.5,65,,0.25,0,1,
42.75,67,,0.25,0,1,
42.75,71,,0.25,0,1,a
43.0,72,,0.5,0,1,a
43.0,64,,0.25,0,1,
43.25,67,,0.25,0,1,
43.5,73,,0.25,0,1,a
43.5,58,,0.5,0,1,
43.75,67,,0.25,0,1,
44.0,74,,0.5,0,1,a
44.0,59,,0.25,0,1,
44.25,67,,0.25,0,1,
44.5,75,,0.5,0,1,a
44.5,59,,0.25,0,1,
44.75,67,,0.25,0,1,
45.0,76,,0.5,0,1,a
45.0,60,,0.25,0,1,
45.25,67,,0.25,0,1,
45.5,79,,0.25,0,1,a
45.5,62,,0.25,0,1,
45.75,67,,0.25,0,1,
45.75,77,,0.25,0,1,a
46.0,76,,0.75,0,1,a
46.0,60,,0.25,0,1,
46.25,67,,0.25,0,1,
46.5,66,,0.25,0,1,
46.75,77,,0.125,0,1,a
46.75,67,,0.25,0,1,
46.875,76,,0.125,0,1,a
47.0,74,,0.5,0,1,a
47.0,59,,0.25,0,1,
47.25,67,,0.25,0,1,
47.5,66,,0.25,0,1,
47.75,67,,0.25,0,1,
48.0,77,,1.0,0,1,a
48.0,59,,0.25,0,1,
48.25,67,,0.25,0,1,
48.5,66,,0.25,0,1,
48.75,67,,0.25,0,1,
49.0,79,,0.125,0,1,a
49.0,59,,0.25,0,1,
49.125,77,,0.125,0,1,a
49.25,76,,0.125,0,1,a
49.25,67,,0.25,0,1,
49.375,77,,0.125,0,1,a
49.5,60,,0.25,0,1,
49.5,81,,0.25,0,1,a
49.75,67,,0.25,0,1,
49.75,79,,0.25,0,1,a
50.0,77,,0.25,0,1,a
50.0,62,,0.25,0,1,
50.25,76,,0.25,0,1,a
50.25,67,,0.25,0,1,
50.5,64,,0.25,0,1,
50.5,74,,0.25,0,1,a
50.75,67,,0.25,0,1,
50.75,72,,0.25,0,1,a
51.0,65,,0.25,0,1,
51.0,71,,0.25,0,1,a
51.25,72,,0.25,0,1,a
51.25,67,,0.25,0,1,
51.5,74,,0.25,0,1,a
51.5,62,,0.25,0,1,
51.75,67,,0.25,0,1,
51.75,76,,0.25,0,1,a
52.0,77,,0.25,0,1,a
52.0,59,,0.25,0,1,
52.25,67,,0.25,0,1,
52.25,79,,0.25,0,1,a
52.5,62,,0.25,0,1,
52.5,81,,0.25,0,1,a
52.75,83,,0.25,0,1,a
52.75,67,,0.25,0,1,
53.0,84,,0.25,0,1,a
53.0,59,,0.25,0,1,
53.25,86,,0.25,0,1,a
53.25,67,,0.25,0,1,
53.5,88,,0.25,0,1,a
53.5,55,,0.25,0,1,
53.75,67,,0.25,0,1,
53.75,89,,0.25,0,1,a
54.0,87,,1.0,0,1,a
54.0,60,,0.25,0,1,
54.25,67,,0.25,0,1,
54.5,64,,0.25,0,1,
54.75,67,,0.25,0,1,
55.0,88,,0.5,0,1,a
55.0,60,,0.25,0,1,
55.25,67,,0.25,0,1,
55.5,64,,0.25,0,1,
55.75,67,,0.25,0,1,
56.0,76,,0.6666667,0,1,a
56.0,60,,0.16666667,0,1,
56.166668,64,,0.16666667,0,1,
56.333332,69,,0.16666667,0,1,
56.5,72,,0.5,0,1,
56.666668,81,,0.16666667,0,1,a
56.833332,84,,0.16666667,0,1,a
57.0,88,,0.16666667,0,1,a
57.166668,84,,0.16666667,0,1,a
57.333332,81,,0.16666667,0,1,a
57.5,84,,0.16666667,0,1,a
57.666668,81,,0.16666667,0,1,a
57.833332,76,,0.16666667,0,1,a
58.0,74,,0.6666667,0,1,a
58.0,59,,0.16666667,0,1,
58.166668,62,,0.16666667,0,1,
58.333332,67,,0.16666667,0,1,
58.5,71,,0.5,0,1,
58.666668,79,,0.16666667,0,1,a
58.833332,83,,0.16666667,0,1,a
59.0,86,,0.16666667,0,1,a
59.166668,83,,0.16666667,0,1,a
59.333332,79,,0.16666667,0,1,a
59.5,83,,0.16666667,0,1,a
59.666668,79,,0.16666667,0,1,a
59.833332,74,,0.16666667,0,1,a
60.0,57,,0.5,0,1,
60.0,62,,0.5,0,1,
60.0,54,,0.5,0,1,
60.166668,74,,0.16666667,0,1,a
60.333332,81,,0.16666667,0,1,a
60.5,84,,0.16666667,0,1,a
60.666668,81,,0.16666667,0,1,a
60.833332,74,,0.16666667,0,1,a
61.0,62,,0.5,0,1,
61.0,59,,0.5,0,1,
61.0,55,,0.5,0,1,
61.166668,74,,0.16666667,0,1,a
61.333332,79,,0.16666667,0,1,a
61.5,83,,0.16666667,0,1,a
61.666668,79,,0.16666667,0,1,a
61.833332,74,,0.16666667,0,1,a
62.0,50,,0.25,0,1,
62.0,81,,0.375,0,1,a
62.25,62,,0.25,0,1,
62.375,78,,0.125,0,1,a
62.5,74,,0.5,0,1,a
62.5,61,,0.25,0,1,
62.75,62,,0.25,0,1,
63.0,61,,0.25,0,1,
63.25,62,,0.25,0,1,
63.5,60,,0.25,0,1,
63.75,62,,0.25,0,1,
64.0,67,,0.0,0,1,a
64.0,59,,0.25,0,1,
64.0,79,,1.25,0,1,a
64.25,62,,0.25,0,1,
64.5,55,,0.25,0,1,
64.75,62,,0.25,0,1,
65.0,59,,0.25,0,1,
65.25,78,,0.25,0,1,a
65.25,62,,0.25,0,1,
65.5,76,,0.25,0,1,a
65.5,55,,0.25,0,1,
65.75,74,,0.25,0,1,a
65.75,62,,0.25,0,1,
66.0,74,,0.25,0,1,a
66.0,57,,0.25,0,1,
66.25,62,,0.25,0,1,
66.25,72,,0.25,0,1,a
66.5,71,,0.25,0,1,a
66.5,55,,0.25,0,1,
66.75,69,,0.25,0,1,a
66.75,62,,0.25,0,1,
67.0,74,,0.5,0,1,a
67.0,54,,0.25,0,1,
67.25,62,,0.25,0,1,
67.5,72,,0.5,0,1,a
67.5,50,,0.25,0,1,
67.75,62,,0.25,0,1,
68.0,70,,0.5,0,1,a
68.0,55,,0.25,0,1,
68.25,62,,0.25,0,1,
68.5,61,,0.25,0,1,
68.5,71,,0.5,0,1,a
68.75,62,,0.25,0,1,
69.0,61,,0.25,0,1,
69.25,62,,0.25,0,1,
69.5,64,,0.25,0,1,
69.75,62,,0.25,0,1,
70.0,60,,0.25,0,1,
70.25,62,,0.25,0,1,
70.5,59,,0.25,0,1,
70.75,62,,0.25,0,1,
71.0,60,,0.25,0,1,
71.25,62,,0.25,0,1,
71.5,57,,0.25,0,1,
71.75,62,,0.25,0,1,
72.0,67,,0.0,0,1,a
72.0,79,,1.25,0,1,a
72.0,59,,0.25,0,1,
72.25,62,,0.25,0,1,
72.5,55,,0.25,0,1,
72.75,62,,0.25,0,1,
73.0,59,,0.25,0,1,
73.25,78,,0.25,0,1,a
73.25,62,,0.25,0,1,
73.5,76,,0.25,0,1,a
73.5,55,,0.25,0,1,
73.75,62,,0.25,0,1,
73.75,74,,0.25,0,1,a
74.0,74,,0.25,0,1,a
74.0,57,,0.25,0,1,
74.25,62,,0.25,0,1,
74.25,72,,0.25,0,1,a
74.5,71,,0.25,0,1,a
74.5,55,,0.25,0,1,
74.75,62,,0.25,0,1,
74.75,69,,0.25,0,1,a
75.0,74,,0.5,0,1,a
75.0,54,,0.25,0,1,
75.25,62,,0.25,0,1,
75.5,50,,0.25,0,1,
75.5,72,,0.5,0,1,a
75.75,62,,0.25,0,1,
76.0,71,,0.5,0,1,a
76.0,55,,0.25,0,1,
76.25,62,,0.25,0,1,
76.5,59,,0.25,0,1,
76.75,62,,0.25,0,1,
77.0,76,,0.375,0,1,a
77.0,55,,0.25,0,1,
77.25,64,,0.25,0,1,
77.375,78,,0.125,0,1,a
77.5,60,,0.25,0,1,
77.5,79,,0.25,0,1,a
77.75,64,,0.25,0,1,
77.75,79,,0.25,0,1,a
78.0,79,,0.5,0,1,a
78.0,55,,0.25,0,1,
78.25,62,,0.25,0,1,
78.5,59,,0.25,0,1,
78.75,62,,0.25,0,1,
79.0,81,,0.375,0,1,a
79.0,53,,0.25,0,1,
79.25,60,,0.25,0,1,
79.375,83,,0.125,0,1,a
79.5,57,,0.25,0,1,
79.5,84,,0.25,0,1,a
79.75,84,,0.25,0,1,a
79.75,60,,0.25,0,1,
80.0,84,,0.5,0,1,a
80.0,52,,0.25,0,1,
80.25,60,,0.25,0,1,
80.5,55,,0.25,0,1,
80.75,60,,0.25,0,1,
81.0,84,,0.375,0,1,a
81.0,48,,0.25,0,1,
81.25,55,,0.25,0,1,
81.375,86,,0.125,0,1,a
81.5,88,,0.25,0,1,a
81.5,52,,0.25,0,1,
81.75,88,,0.25,0,1,a
81.75,55,,0.25,0,1,
82.0,88,,0.25,0,1,a
82.0,50,,0.25,0,1,
82.25,59,,0.25,0,1,
82.25,86,,0.25,0,1,a
82.5,55,,0.25,0,1,
82.5,84,,0.25,0,1,a
82.75,59,,0.25,0,1,
82.75,83,,0.25,0,1,a
83.0,81,,0.5,0,1,a
83.0,50,,0.25,0,1,
83.25,60,,0.25,0,1,
83.5,86,,0.5,0,1,a
83.5,54,,0.25,0,1,
83.75,60,,0.25,0,1,
84.0,84,,0.5,0,1,a
84.0,55,,0.25,0,1,
84.25,62,,0.25,0,1,
84.5,83,,0.5,0,1,a
84.5,59,,0.25,0,1,
84.75,62,,0.25,0,1,
85.0,76,,0.375,0,1,a
85.0,55,,0.25,0,1,
85.25,64,,0.25,0,1,
85.375,78,,0.125,0,1,a
85.5,79,,0.25,0,1,a
85.5,60,,0.25,0,1,
85.75,79,,0.25,0,1,a
85.75,64,,0.25,0,1,
86.0,79,,0.5,0,1,a
86.0,55,,0.25,0,1,
86.25,62,,0.25,0,1,
86.5,59,,0.25,0,1,
86.75,62,,0.25,0,1,
87.0,81,,0.375,0,1,a
87.0,53,,0.25,0,1,
87.25,60,,0.25,0,1,
87.375,83,,0.125,0,1,a
87.5,84,,0.25,0,1,a
87.5,57,,0.25,0,1,
87.75,84,,0.25,0,1,a
87.75,60,,0.25,0,1,
88.0,84,,0.5,0,1,a
88.0,52,,0.25,0,1,
88.25,60,,0.25,0,1,
88.5,55,,0.25,0,1,
88.75,60,,0.25,0,1,
89.0,84,,0.375,0,1,a
89.0,48,,0.25,0,1,
89.25,55,,0.25,0,1,
89.375,86,,0.125,0,1,a
89.5,88,,0.25,0,1,a
89.5,52,,0.25,0,1,
89.75,88,,0.25,0,1,a
89.75,55,,0.25,0,1,
90.0,88,,0.25,0,1,a
90.0,50,,0.25,0,1,
90.25,59,,0.25,0,1,
90.25,86,,0.25,0,1,a
90.5,55,,0.25,0,1,
90.5,84,,0.25,0,1,a
90.75,83,,0.25,0,1,a
90.75,59,,0.25,0,1,
91.0,50,,0.25,0,1,
91.0,83,,0.25,0,1,a
91.25,60,,0.25,0,1,
91.25,81,,0.25,0,1,a
91.5,57,,0.25,0,1,
91.5,79,,0.25,0,1,a
91.75,60,,0.25,0,1,
91.75,78,,0.25,0,1,a
92.0,86,,0.6666667,0,1,a
92.5,55,,0.5,0,1,
92.5,59,,0.5,0,1,
92.666664,83,,0.16666667,0,1,a
92.833336,79,,0.16666667,0,1,a
93.0,57,,0.5,0,1,
93.0,60,,0.5,0,1,
93.0,78,,0.16666667,0,1,a
93.166664,81,,0.16666667,0,1,a
93.333336,74,,0.16666667,0,1,a
93.5,62,,0.5,0,1,
93.5,79,,0.16666667,0,1,a
93.5,59,,0.5,0,1,
93.666664,83,,0.16666667,0,1,a
93.833336,74,,0.16666667,0,1,a
94.0,81,,0.6666667,0,1,a
94.5,50,,0.5,0,1,
94.5,54,,0.5,0,1,
94.666664,78,,0.16666667,0,1,a
94.833336,74,,0.16666667,0,1,a
95.0,55,,0.5,0,1,
95.0,52,,0.5,0,1,
95.0,73,,0.16666667,0,1,a
95.166664,74,,0.16666667,0,1,a
95.333336,69,,0.16666667,0,1,a
95.5,72,,0.16666667,0,1,a
95.5,57,,0.5,0,1,
95.5,54,,0.5,0,1,
95.666664,74,,0.16666667,0,1,a
95.833336,69,,0.16666667,0,1,a
96.0,86,,0.6666667,0,1,a
96.5,55,,0.5,0,1,
96.5,59,,0.5,0,1,
96.666664,83,,0.16666667,0,1,a
96.833336,79,,0.16666667,0,1,a
97.0,57,,0.5,0,1,
97.0,60,,0.5,0,1,
97.0,78,,0.16666667,0,1,a
97.166664,81,,0.16666667,0,1,a
97.333336,74,,0.16666667,0,1,a
97.5,62,,0.5,0,1,
97.5,59,,0.5,0,1,
97.5,79,,0.16666667,0,1,a
97.666664,83,,0.16666667,0,1,a
97.833336,74,,0.16666667,0,1,a
98.0,81,,0.6666667,0,1,a
98.5,50,,0.5,0,1,
98.5,54,,0.5,0,1,
98.666664,78,,0.16666667,0,1,a
98.833336,74,,0.16666667,0,1,a
99.0,55,,0.5,0,1,
