onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,60,,1.5,0,1,
0.0,48,,1.5,0,1,
0.0,36,,1.5,0,1,
1.5,63,,0.5,0,1,
1.5,51,,0.5,0,1,
1.5,39,,0.5,0,1,
2.0,66,,0.5,0,1,
2.0,54,,0.5,0,1,
2.0,42,,0.5,0,1,
2.5,67,,0.5,0,1,
2.5,43,,0.5,0,1,
2.5,55,,0.5,0,1,
3.0,68,,0.5,0,1,
3.0,56,,0.5,0,1,
3.0,44,,0.5,0,1,
3.5,60,,0.5,0,1,a
3.5,48,,0.5,0,1,
3.5,36,,0.5,0,1,
4.0,35,,0.5,0,1,
4.0,59,,0.5,0,1,
4.0,47,,0.5,0,1,
5.0,75,,0.5,0,1,a
5.0,66,,0.5,0,1,
5.0,72,,0.5,0,1,a
5.5,74,,0.25,0,1,a
5.5,71,,0.25,0,1,
5.5,67,,0.25,0,1,
6.0,78,,0.5,0,1,a
6.0,72,,0.5,0,1,
6.0,68,,0.5,0,1,
6.5,71,,0.25,0,1,
6.5,79,,0.25,0,1,a
6.5,67,,0.25,0,1,a
8.0,46,,1.5,0,1,
8.0,58,,1.5,0,1,a
8.0,34,,1.5,0,1,
9.5,61,,0.5,0,1,a
9.5,49,,0.5,0,1,
9.5,37,,0.5,0,1,
10.0,40,,0.75,0,1,
10.0,64,,0.75,0,1,a
10.0,52,,0.75,0,1,
10.75,65,,0.25,0,1,a
10.75,53,,0.25,0,1,
10.75,41,,0.25,0,1,
11.0,67,,0.5,0,1,
11.0,55,,0.5,0,1,
11.0,43,,0.5,0,1,
11.5,58,,0.5,0,1,a
11.5,34,,0.5,0,1,
11.5,46,,0.5,0,1,
12.0,57,,0.5,0,1,
12.0,45,,0.5,0,1,
12.0,33,,0.5,0,1,
13.0,73,,0.5,0,1,
13.0,70,,0.5,0,1,
13.0,64,,0.5,0,1,
13.5,72,,0.25,0,1,a
13.5,65,,0.25,0,1,
13.5,69,,0.25,0,1,
14.0,76,,0.5,0,1,
14.0,73,,0.5,0,1,
14.0,70,,0.5,0,1,
14.5,77,,0.25,0,1,a
14.5,72,,0.25,0,1,
14.5,69,,0.25,0,1,a
16.0,56,,1.5,0,1,
16.0,32,,1.5,0,1,
16.0,44,,1.5,0,1,
17.5,60,,0.5,0,1,
17.5,36,,0.5,0,1,
17.5,48,,0.5,0,1,
18.0,49,,0.5,0,1,
18.0,61,,0.5,0,1,a
18.0,37,,0.5,0,1,
18.5,65,,0.5,0,1,a
18.5,41,,0.5,0,1,
18.5,53,,0.5,0,1,
19.0,68,,0.5,0,1,a
19.0,56,,0.5,0,1,
19.0,44,,0.5,0,1,
19.5,61,,0.5,0,1,a
20.0,60,,1.5,0,1,a
20.0,44,,0.25,0,1,
20.25,54,,0.25,0,1,
20.5,51,,0.25,0,1,
20.75,54,,0.25,0,1,
21.0,44,,0.25,0,1,
21.25,54,,0.25,0,1,
21.5,62,,0.5,0,1,a
21.5,51,,0.25,0,1,
21.75,54,,0.25,0,1,
22.0,63,,0.5,0,1,a
22.0,44,,0.25,0,1,
22.25,54,,0.25,0,1,
22.5,66,,0.5,0,1,a
22.5,51,,0.25,0,1,
22.75,54,,0.25,0,1,
23.0,70,,0.5,0,1,a
23.0,44,,0.25,0,1,
23.25,54,,0.25,0,1,
23.5,51,,0.25,0,1,
23.5,60,,0.5,0,1,a
23.75,54,,0.25,0,1,
24.0,61,,1.5,0,1,a
24.0,44,,0.25,0,1,
24.25,53,,0.25,0,1,
24.5,49,,0.25,0,1,
