onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,48,,1.5,1,1,
0.0,51,,1.5,1,1,
0.0,55,,1.5,1,1,
0.0,60,,1.5,1,1,
0.0,63,,1.5,0,1,
0.0,67,,1.5,0,1,
0.0,72,,1.5,0,1,a
1.75,67,,0.25,0,1,a
2.0,75,,0.75,0,1,a
2.75,72,,0.25,0,1,a
3.0,79,,0.75,0,2,a
3.75,75,,0.25,0,2,a
4.0,84,,0.75,0,2,a
4.75,79,,0.25,0,2,a
5.0,87,,1.0,0,2,a
6.0,87,,1.0,0,3,a
8.0,60,,1.0,1,3,
8.0,63,,1.0,1,3,
8.0,67,,1.0,0,3,
8.0,72,,1.0,0,3,a
9.0,60,,2.0,1,4,
9.0,63,,2.0,1,4,
9.0,67,,3.0,0,4,
9.0,72,,2.0,0,4,a
11.0,62,,1.0,1,4,
11.0,65,,1.0,1,4,
11.0,67,,1.0,0,4,
11.0,71,,1.0,0,4,a
12.0,50,,1.5,1,5,
12.0,53,,1.5,1,5,
12.0,56,,1.5,1,5,
12.0,59,,1.5,1,5,
12.0,62,,1.5,1,5,
12.0,65,,1.5,0,5,
12.0,68,,1.5,0,5,
12.0,71,,1.5,0,5,a
13.75,71,,0.25,0,5,a
14.0,77,,0.75,0,5,a
14.75,74,,0.25,0,5,a
15.0,83,,0.75,0,6,a
15.75,77,,0.25,0,6,a
16.0,86,,0.75,0,6,a
16.75,83,,0.25,0,6,a
17.0,89,,1.0,0,6,a
18.0,89,,1.0,0,7,a
20.0,62,,1.0,1,7,
20.0,65,,1.0,1,7,
20.0,68,,1.0,1,7,
20.0,71,,1.0,0,7,
20.0,74,,1.0,0,7,a
21.0,62,,2.0,1,8,
21.0,65,,2.0,1,8,
21.0,68,,2.0,1,8,
21.0,71,,2.0,0,8,
21.0,74,,2.0,0,8,a
23.0,63,,1.0,1,8,
23.0,67,,1.0,1,8,
23.0,72,,1.0,0,8,a
24.0,79,,1.5,0,9,a
25.5,77,,0.5,0,9,a
26.0,51,,1.0,1,9,
26.0,55,,1.0,1,9,
26.0,60,,1.0,1,9,
26.0,75,,1.0,0,9,a
27.0,53,,2.0,1,10,
27.0,56,,2.0,1,10,
27.0,59,,2.0,1,10,
27.0,74,,2.0,0,10,a
29.0,51,,1.0,1,10,
29.0,55,,1.0,1,10,
29.0,60,,1.0,1,10,
29.0,72,,1.0,0,10,a
30.0,79,,1.5,0,11,a
31.5,77,,0.5,0,11,a
32.0,63,,1.0,1,11,
32.0,67,,1.0,1,11,
32.0,72,,1.0,0,11,
32.0,75,,1.0,0,11,a
33.0,65,,2.0,1,12,
33.0,68,,2.0,1,12,
33.0,71,,2.0,0,12,
33.0,74,,2.0,0,12,a
35.0,63,,1.0,1,12,
35.0,67,,1.0,1,12,
35.0,72,,1.0,0,12,a
36.0,67,,1.5,0,13,
36.0,79,,1.5,0,13,a
37.5,65,,0.5,0,13,
37.5,77,,0.5,0,13,a
38.0,51,,1.0,1,13,
38.0,55,,1.0,1,13,
38.0,60,,1.0,1,13,
38.0,63,,2.0,0,13,
38.0,75,,2.0,0,13,a
39.0,53,,2.0,1,14,
39.0,56,,2.0,1,14,
39.0,59,,2.0,1,14,
40.0,62,,1.0,0,14,
40.0,74,,1.0,0,14,a
41.0,51,,1.0,1,14,
41.0,55,,1.0,1,14,
41.0,60,,2.0,0,14,
41.0,72,,2.0,0,14,a
42.0,50,,2.0,1,15,
42.0,53,,2.0,1,15,
43.0,59,,1.0,0,15,
43.0,71,,1.0,0,15,a
44.0,48,,1.0,1,15,
44.0,51,,1.0,1,15,
44.0,56,,2.0,0,15,
44.0,68,,2.0,0,15,a
45.0,47,,1.0,1,16,
45.0,50,,1.0,1,16,
46.0,55,,1.0,0,16,
46.0,67,,1.0,0,16,a
49.0,59,,0.33,0,17,a
49.33,62,,0.33,0,17,a
49.67,65,,0.33,0,17,a
50.0,47,,1.0,1,17,
50.0,50,,1.0,1,17,
50.0,53,,1.0,1,17,
50.0,56,,1.0,1,17,
50.0,68,,0.33,0,17,a
50.33,67,,0.33,0,17,a
50.67,65,,0.33,0,17,a
51.0,48,,1.0,1,18,
51.0,51,,1.0,1,18,
51.0,55,,1.0,1,18,
51.0,63,,1.0,0,18,a
55.0,53,,0.33,0,19,a
55.33,56,,0.33,0,19,a
55.67,62,,0.33,0,19,a
56.0,41,,1.0,1,19,
56.0,44,,1.0,1,19,
56.0,50,,1.0,1,19,
56.0,65,,0.33,0,19,a
56.33,63,,0.33,0,19,a
56.67,62,,0.33,0,19,a
57.0,43,,1.0,1,20,
57.0,48,,1.0,1,20,
57.0,51,,1.0,1,20,
57.0,60,,1.0,0,20,a
61.0,55,,0.33,0,21,a
61.33,59,,0.33,0,21,a
61.67,62,,0.33,0,21,a
62.0,31,,1.0,1,21,
62.0,43,,1.0,1,21,
62.0,65,,0.33,0,21,a
62.33,62,,0.33,0,21,a
62.67,59,,0.33,0,21,a
63.0,36,,1.5,1,22,
63.0,39,,1.5,1,22,
63.0,43,,1.5,1,22,
63.0,48,,1.5,1,22,
63.0,51,,1.5,0,22,
63.0,55,,1.5,0,22,
63.0,60,,1.5,0,22,a
64.75,60,,0.25,0,22,a
65.0,67,,0.75,0,22,a
65.75,63,,0.25,0,22,a
66.0,72,,0.75,0,23,a
66.75,67,,0.25,0,23,a
67.0,75,,0.75,0,23,a
67.75,72,,0.25,0,23,a
68.0,48,,1.0,1,23,
68.0,51,,1.0,1,23,
68.0,55,,1.0,1,23,
68.0,67,,1.0,0,23,
68.0,79,,1.0,0,23,a
69.0,47,,1.0,1,24,
69.0,50,,1.0,1,24,
69.0,55,,1.0,1,24,
69.0,67,,1.0,0,24,
69.0,79,,1.0,0,24,a
70.75,59,,0.25,0,24,a
71.0,67,,0.75,0,24,a
71.75,62,,0.25,0,24,a
72.0,71,,0.75,0,25,a
72.75,67,,0.25,0,25,a
73.0,74,,0.75,0,25,a
73.75,71,,0.25,0,25,a
74.0,47,,1.0,1,25,
74.0,50,,1.0,1,25,
74.0,55,,1.0,1,25,
74.0,67,,1.0,0,25,
74.0,79,,1.0,0,25,a
75.0,48,,1.0,1,26,
75.0,51,,1.0,1,26,
75.0,55,,1.0,1,26,
75.0,67,,1.0,0,26,
75.0,79,,1.0,0,26,a
76.75,63,,0.25,0,26,a
77.0,67,,0.75,0,26,a
77.75,63,,0.25,0,26,a
78.0,72,,0.75,0,27,a
78.75,67,,0.25,0,27,a
79.0,75,,0.75,0,27,a
79.75,72,,0.25,0,27,a
80.0,51,,1.0,1,27,
80.0,55,,1.0,1,27,
80.0,60,,1.0,1,27,
80.0,79,,0.75,0,27,a
80.75,75,,0.25,0,27,a
81.0,53,,1.0,1,28,
81.0,56,,1.0,1,28,
81.0,62,,1.0,1,28,
81.0,74,,1.0,0,28,a
82.0,89,,1.0,0,28,a
84.0,55,,1.0,1,29,
84.0,59,,1.0,1,29,
84.0,62,,1.0,1,29,
84.0,71,,1.0,0,29,
85.0,86,,1.0,0,29,
87.0,48,,1.0,1,30,
87.0,51,,1.0,1,30,
87.0,55,,1.0,1,30,
87.0,60,,1.0,1,30,
87.0,72,,1.0,0,30,
88.0,84,,1.0,0,30,
93.0,63,,9.0,1,32,
96.0,61,,3.0,1,33,a
97.0,67,,1.0,0,33,a
98.0,75,,1.0,0,33,a
99.0,60,,3.0,1,33,a
99.0,68,,3.0,0,34,
99.0,75,,2.0,0,34,a
101.0,75,,2.0,0,34,a
102.0,58,,3.0,1,35,a
102.0,61,,3.0,1,35,
102.0,67,,3.0,0,35,
102.0,75,,1.0,0,35,
103.0,77,,1.0,0,35,a
104.0,73,,2.0,0,35,a
105.0,56,,3.0,1,36,a
105.0,63,,3.0,1,36,
105.0,68,,3.0,0,36,
105.0,73,,1.0,0,36,
106.0,71,,1.0,0,36,a
107.0,72,,1.0,0,36,a
108.0,70,,3.0,1,37,a
108.0,72,,6.0,1,37,
109.0,76,,2.0,0,37,a
110.0,84,,1.0,0,37,a
111.0,68,,3.0,1,38,a
111.0,77,,3.0,0,38,
111.0,84,,2.0,0,38,a
113.0,84,,2.0,0,38,a
114.0,67,,3.0,1,39,a
114.0,70,,3.0,1,39,
114.0,76,,3.0,0,39,
114.0,84,,1.0,0,39,
115.0,85,,1.0,0,39,a
116.0,82,,2.0,0,39,a
117.0,65,,3.0,1,40,a
117.0,68,,3.0,1,40,
117.0,72,,3.0,0,40,
117.0,82,,1.0,0,40,
118.0,79,,1.0,0,40,a
119.0,80,,1.0,0,40,a
120.0,66,,3.0,1,41,a
120.0,68,,6.0,1,41,
121.0,72,,2.0,0,41,a
122.0,80,,1.0,0,41,a
123.0,65,,3.0,1,42,a
123.0,73,,3.0,0,42,
123.0,80,,2.0,0,42,a
125.0,80,,2.0,0,42,a
126.0,63,,3.0,1,43,a
126.0,66,,3.0,1,43,
126.0,72,,3.0,0,43,
126.0,80,,1.0,0,43,
127.0,82,,1.0,0,43,a
128.0,78,,2.0,0,43,a
129.0,61,,3.0,1,44,a
129.0,65,,3.0,1,44,
129.0,68,,3.0,0,44,
129.0,78,,1.0,0,44,
130.0,76,,1.0,0,44,a
131.0,77,,2.0,0,44,a
132.0,59,,3.0,1,45,a
132.0,63,,3.0,1,45,
132.0,69,,3.0,0,45,
132.0,77,,1.0,0,45,
133.0,78,,1.0,0,45,a
134.0,75,,2.0,0,45,a
135.0,58,,3.0,1,46,a
135.0,65,,3.0,0,46,
135.0,75,,1.0,0,46,
136.0,75,,1.0,0,46,a
137.0,74,,2.0,0,46,a
138.0,57,,3.0,1,47,a
138.0,66,,2.0,0,47,
138.0,74,,1.0,0,47,
139.0,75,,1.0,0,47,a
140.0,63,,1.0,0,47,
140.0,66,,1.0,0,47,a
141.0,46,,6.0,1,48,
141.0,62,,1.0,0,48,
141.0,65,,1.0,0,48,a
142.0,53,,1.0,1,48,a
143.0,55,,1.0,1,48,a
144.0,46,,3.0,1,49,
