onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,38,,1.0,1,0,
-1.0,50,,1.0,0,0,
-1.0,62,,1.0,0,0,a
0.0,37,,0.5,1,1,
0.0,61,,0.5,0,1,a
1.0,35,,0.5,1,1,
1.0,59,,0.5,0,1,a
2.0,33,,0.5,1,1,
2.0,57,,0.5,0,1,a
3.0,37,,0.5,1,1,
3.0,61,,0.5,0,1,a
4.0,38,,0.5,1,2,
4.0,62,,0.5,0,2,a
5.0,42,,0.5,1,2,
5.0,66,,0.5,0,2,a
6.0,33,,0.5,1,2,
6.0,45,,0.5,1,2,
6.0,57,,0.5,0,2,
6.0,69,,0.5,0,2,a
7.0,37,,0.5,1,2,
7.0,49,,0.5,1,2,
7.0,61,,0.5,0,2,
7.0,73,,0.5,0,2,a
8.0,38,,0.5,1,3,
8.0,50,,0.5,1,3,
8.0,62,,0.5,0,3,
8.0,74,,0.5,0,3,a
9.0,40,,0.5,1,3,
9.0,52,,0.5,1,3,
9.0,64,,0.5,0,3,
9.0,76,,0.5,0,3,a
10.0,42,,0.5,1,3,
10.0,54,,0.5,1,3,
10.0,66,,0.5,0,3,
10.0,78,,0.5,0,3,a
11.0,43,,0.5,1,3,
11.0,55,,0.5,1,3,
11.0,67,,0.5,0,3,
11.0,79,,0.5,0,3,a
12.0,45,,3.0,1,4,
12.0,57,,3.0,1,4,
12.0,69,,3.0,0,4,
12.0,81,,3.0,0,4,a
15.0,66,,1.0,1,4,
15.0,69,,1.0,1,4,
15.0,74,,1.0,0,4,a
16.0,64,,1.0,1,5,
16.0,67,,1.0,1,5,
16.0,73,,1.0,0,5,a
17.0,62,,1.0,1,5,
17.0,66,,1.0,1,5,
17.0,71,,1.0,0,5,a
18.0,61,,1.0,1,5,
18.0,64,,1.0,1,5,
18.0,69,,1.0,0,5,a
19.0,62,,1.0,1,5,
19.0,66,,1.0,1,5,
19.0,71,,1.0,0,5,a
19.0,81,,1.0,0,5,
20.0,61,,1.0,1,6,
20.0,64,,1.0,1,6,
20.0,69,,1.0,0,6,a
20.0,81,,3.0,0,6,
21.0,59,,1.0,1,6,
21.0,62,,1.0,1,6,
21.0,67,,1.0,0,6,a
22.0,57,,1.0,1,6,
22.0,61,,1.0,1,6,
22.0,66,,1.0,0,6,a
23.0,59,,1.0,1,6,
23.0,62,,1.0,1,6,
23.0,67,,1.0,0,6,a
24.0,57,,1.0,1,7,
24.0,61,,1.0,1,7,
24.0,66,,1.0,0,7,a
25.0,55,,1.0,1,7,
25.0,59,,1.0,1,7,
25.0,64,,1.0,0,7,a
26.0,54,,1.0,1,7,
26.0,57,,1.0,1,7,
26.0,62,,1.0,0,7,a
27.0,55,,1.0,1,7,
27.0,59,,1.0,1,7,
27.0,64,,1.0,0,7,a
27.0,74,,1.0,0,7,
28.0,54,,1.0,1,8,
28.0,57,,1.0,1,8,
28.0,62,,1.0,0,8,a
28.0,74,,1.0,0,8,
29.0,52,,1.0,1,8,
29.0,55,,1.0,1,8,
29.0,61,,1.0,0,8,a
29.0,73,,1.0,0,8,
30.0,50,,1.0,1,8,
30.0,54,,1.0,1,8,
30.0,62,,1.0,0,8,a
30.0,74,,1.0,0,8,
31.0,63,,2.0,0,8,a
31.0,75,,1.0,0,8,
32.0,43,,1.0,1,9,
32.0,55,,1.0,1,9,
33.0,64,,1.0,0,9,a
33.0,76,,1.0,0,9,
34.0,45,,1.0,1,9,
34.0,57,,1.0,1,9,
34.0,67,,0.5,0,9,
34.0,73,,0.5,0,9,a
35.0,69,,0.5,0,9,a
36.0,38,,1.0,1,10,
36.0,50,,1.0,1,10,
36.0,66,,1.0,0,10,
36.0,74,,1.0,0,10,a
39.0,78,,0.5,0,10,a
39.5,86,,0.5,0,10,a
40.0,76,,0.5,0,11,a
40.5,85,,0.5,0,11,a
41.0,74,,0.5,0,11,a
41.5,83,,0.5,0,11,a
42.0,73,,0.5,0,11,a
42.5,81,,0.5,0,11,a
43.0,33,,0.5,1,11,
43.0,45,,0.5,1,11,
43.0,74,,0.5,0,11,a
43.5,83,,0.5,0,11,a
44.0,33,,7.0,1,12,
44.0,45,,4.0,1,12,
44.0,73,,0.5,0,12,a
44.5,81,,0.5,0,12,a
45.0,71,,0.5,0,12,a
45.5,79,,0.5,0,12,a
46.0,69,,0.5,0,12,a
46.5,78,,0.5,0,12,a
47.0,71,,0.5,0,12,a
47.5,79,,0.5,0,12,a
48.0,69,,0.5,0,13,a
48.5,78,,0.5,0,13,a
49.0,67,,0.5,0,13,a
49.5,76,,0.5,0,13,a
50.0,66,,0.5,0,13,a
50.5,74,,0.5,0,13,a
51.0,34,,0.5,1,13,
51.0,46,,0.5,1,13,
51.0,67,,0.5,0,13,a
51.5,76,,0.5,0,13,a
52.0,35,,0.5,1,14,
52.0,47,,0.5,1,14,
52.0,66,,0.5,0,14,a
52.5,74,,0.5,0,14,a
53.0,33,,0.5,1,14,
53.0,45,,0.5,1,14,
53.0,66,,0.5,0,14,a
53.5,75,,0.5,0,14,a
54.0,31,,0.5,1,14,
54.0,43,,0.5,1,14,
54.0,67,,0.5,0,14,a
54.5,76,,0.5,0,14,a
55.0,30,,0.5,1,14,
55.0,42,,0.5,1,14,
55.0,69,,0.5,0,14,a
55.5,78,,0.5,0,14,a
56.0,28,,0.5,1,15,
56.0,40,,0.5,1,15,
56.0,71,,0.5,0,15,a
56.5,79,,0.5,0,15,a
57.0,78,,0.5,0,15,a
57.5,81,,0.5,0,15,a
58.0,33,,0.5,1,15,
58.0,45,,0.5,1,15,
58.0,79,,0.5,0,15,a
58.5,83,,0.5,0,15,a
59.0,64,,1.0,0,15,
59.0,67,,1.0,0,15,
59.0,73,,1.0,0,15,a
60.0,38,,0.5,1,16,
60.0,50,,0.5,1,16,
60.0,66,,1.0,0,16,
60.0,74,,1.0,0,16,a
63.0,38,,0.5,1,16,a
63.5,50,,0.5,0,16,
63.5,62,,0.5,0,16,
64.0,37,,0.5,1,17,a
64.5,49,,0.5,0,17,
64.5,61,,0.5,0,17,
65.0,35,,0.5,1,17,a
65.5,59,,0.5,0,17,
66.0,33,,0.5,1,17,a
66.5,57,,0.5,0,17,
67.0,37,,0.5,1,17,a
67.5,49,,0.5,0,17,
67.5,61,,0.5,0,17,
68.0,38,,0.5,1,18,a
68.5,50,,0.5,0,18,
68.5,62,,0.5,0,18,
69.0,42,,0.5,1,18,a
69.5,54,,0.5,0,18,
69.5,66,,0.5,0,18,
70.0,33,,0.5,1,18,
70.0,45,,0.5,1,18,a
70.5,57,,0.5,0,18,
70.5,69,,0.5,0,18,
71.0,37,,0.5,1,18,
71.0,49,,0.5,1,18,a
71.5,61,,0.5,0,18,
71.5,73,,0.5,0,18,
72.0,38,,0.5,1,19,
72.0,50,,0.5,1,19,a
72.5,62,,0.5,0,19,
72.5,74,,0.5,0,19,
73.0,40,,0.5,1,19,
73.0,52,,0.5,1,19,a
73.5,64,,0.5,0,19,
73.5,76,,0.5,0,19,
74.0,42,,0.5,1,19,
74.0,54,,0.5,1,19,a
74.5,66,,0.5,0,19,
74.5,78,,0.5,0,19,
75.0,43,,0.5,1,19,
75.0,55,,0.5,1,19,a
75.5,67,,0.5,0,19,
75.5,79,,0.5,0,19,
76.0,45,,0.5,1,20,
76.0,57,,0.5,1,20,a
76.5,69,,0.5,0,20,
76.5,81,,0.5,0,20,
77.0,46,,0.5,1,20,
77.0,58,,0.5,1,20,a
77.5,70,,0.5,0,20,
77.5,82,,0.5,0,20,
78.0,47,,0.5,1,20,
78.0,59,,0.5,1,20,a
78.5,71,,0.5,0,20,
78.5,83,,0.5,0,20,
79.0,49,,0.5,1,20,
79.0,61,,0.5,1,20,a
79.5,73,,0.5,0,20,
79.5,85,,0.5,0,20,
80.0,50,,0.5,1,21,
80.0,62,,0.5,1,21,a
80.0,74,,0.5,0,21,
80.0,86,,0.5,0,21,
82.0,52,,0.5,1,21,
82.0,64,,0.5,1,21,a
82.0,76,,0.5,0,21,
82.0,88,,0.5,0,21,
84.0,54,,3.0,1,22,
84.0,66,,3.0,1,22,a
84.0,78,,3.0,0,22,
84.0,90,,3.0,0,22,
87.0,66,,1.0,0,22,a
88.0,47,,0.5,1,23,
88.0,74,,2.0,0,23,a
88.5,50,,0.5,1,23,
89.0,54,,0.5,1,23,
89.5,59,,0.5,1,23,
90.0,46,,0.5,1,23,
90.0,78,,2.0,0,23,a
90.5,52,,0.5,1,23,
91.0,54,,0.5,1,23,
91.5,61,,0.5,1,23,
92.0,47,,0.5,1,24,
92.0,74,,2.0,0,24,a
92.5,50,,0.5,1,24,
93.0,54,,0.5,1,24,
93.5,59,,0.5,1,24,
94.0,47,,0.5,1,24,
94.0,76,,0.5,0,24,a
94.5,50,,0.5,1,24,
94.5,74,,0.5,0,24,a
95.0,54,,0.5,1,24,
95.0,73,,0.5,0,24,a
95.5,59,,0.5,1,24,
95.5,71,,0.5,0,24,a
96.0,49,,0.5,1,25,
96.0,70,,0.5,0,25,a
96.5,52,,0.5,1,25,
97.0,54,,0.5,1,25,
97.0,70,,0.5,0,25,a
97.5,58,,0.5,1,25,
98.0,47,,0.5,1,25,
98.0,73,,0.5,0,25,a
98.5,50,,0.5,1,25,
98.5,71,,0.5,0,25,a
99.0,54,,0.5,1,25,
99.0,70,,0.5,0,25,a
99.5,59,,0.5,1,25,
99.5,71,,0.5,0,25,a
100.0,42,,0.5,1,26,
100.0,73,,2.0,0,26,a
100.5,49,,0.5,1,26,
101.0,54,,0.5,1,26,
101.5,58,,0.5,1,26,
102.0,42,,0.5,1,26,
102.0,66,,0.5,0,26,a
102.5,49,,0.5,1,26,
103.0,54,,0.5,1,26,
103.0,66,,0.5,0,26,a
103.5,58,,0.5,1,26,
104.0,47,,0.5,1,27,
104.0,74,,2.0,0,27,a
104.5,50,,0.5,1,27,
105.0,54,,0.5,1,27,
105.5,59,,0.5,1,27,
106.0,46,,0.5,1,27,
106.0,78,,2.0,0,27,a
106.5,52,,0.5,1,27,
107.0,54,,0.5,1,27,
107.5,61,,0.5,1,27,
108.0,47,,0.5,1,28,
108.0,74,,2.0,0,28,a
108.5,50,,0.5,1,28,
109.0,54,,0.5,1,28,
109.5,59,,0.5,1,28,
110.0,50,,0.5,1,28,
110.0,76,,0.5,0,28,a
110.5,54,,0.5,1,28,
110.5,74,,0.5,0,28,a
111.0,59,,0.5,1,28,
111.0,73,,0.5,0,28,a
111.5,54,,0.5,1,28,
111.5,71,,0.5,0,28,a
112.0,49,,0.5,1,29,
112.0,69,,0.5,0,29,a
112.5,54,,0.5,1,29,
113.0,57,,0.5,1,29,
113.0,69,,0.5,0,29,a
113.5,54,,0.5,1,29,
114.0,49,,0.5,1,29,
114.0,69,,0.5,0,29,a
114.5,53,,0.5,1,29,
114.5,68,,0.5,0,29,a
115.0,56,,0.5,1,29,
115.0,66,,0.5,0,29,a
115.5,53,,0.5,1,29,
115.5,68,,0.5,0,29,a
116.0,42,,0.5,1,30,
116.0,66,,1.0,0,30,a
116.5,45,,0.5,1,30,
117.0,49,,0.5,1,30,
117.5,54,,0.5,1,30,
118.0,42,,1.0,1,30,
119.0,61,,1.0,0,30,a
120.0,49,,5.0,1,31,
120.0,68,,0.5,0,31,a
120.5,61,,0.5,0,31,a
121.0,56,,2.0,1,31,
121.0,59,,2.0,1,31,
121.0,65,,0.5,0,31,a
121.5,68,,0.5,0,31,a
122.0,69,,0.5,0,31,a
122.5,61,,0.5,0,31,a
123.0,54,,1.0,1,31,
123.0,57,,1.0,1,31,
123.0,66,,0.5,0,31,a
123.5,69,,0.5,0,31,a
124.0,53,,1.0,1,32,
124.0,56,,1.0,1,32,
124.0,71,,0.5,0,32,a
124.5,61,,0.5,0,32,a
125.0,65,,0.5,0,32,a
125.5,68,,0.5,0,32,a
126.0,73,,0.5,0,32,a
126.5,71,,0.5,0,32,a
127.0,69,,0.5,0,32,a
127.5,68,,0.5,0,32,a
128.0,54,,0.5,1,33,
128.0,57,,0.5,1,33,
128.0,69,,0.5,0,33,a
128.5,66,,0.5,0,33,a
129.0,54,,0.5,1,33,
129.0,57,,0.5,1,33,
129.0,65,,0.5,0,33,a
129.5,66,,0.5,0,33,a
130.0,56,,0.5,1,33,
130.0,59,,0.5,1,33,
130.0,71,,0.5,0,33,a
130.5,66,,0.5,0,33,a
131.0,56,,0.5,1,33,
131.0,59,,0.5,1,33,
131.0,65,,0.5,0,33,a
131.5,66,,0.5,0,33,a
132.0,57,,0.5,1,34,
132.0,61,,0.5,1,34,
132.0,73,,0.5,0,34,a
132.5,69,,0.5,0,34,a
133.0,68,,0.5,0,34,a
133.5,69,,0.5,0,34,a
134.0,71,,0.5,0,34,a
134.5,69,,0.5,0,34,a
135.0,68,,0.5,0,34,a
135.5,69,,0.5,0,34,a
136.0,52,,5.0,1,35,
136.0,71,,0.5,0,35,a
