onset,midi_number,morphetic_number,duration,staff_number,measure,type
-0.5,57,,0.25,1,0,
-0.5,69,,0.25,0,0,
-0.5,81,,0.25,0,0,a
0.0,52,,0.5,1,1,
0.0,64,,0.5,0,1,
0.0,76,,0.5,0,1,a
1.5,52,,0.12,1,1,
1.5,64,,0.12,0,1,a
1.62,50,,0.12,1,1,
1.62,62,,0.12,0,1,a
1.75,49,,0.12,1,1,
1.75,61,,0.12,0,1,a
1.88,47,,0.12,1,1,
1.88,59,,0.12,0,1,a
2.0,45,,1.0,1,2,
2.0,57,,1.0,0,2,a
3.5,57,,0.25,1,2,
3.5,69,,0.25,0,2,
3.5,81,,0.25,0,2,a
4.0,54,,0.5,1,3,
4.0,66,,0.5,0,3,
4.0,78,,0.5,0,3,a
5.5,54,,0.12,1,3,
5.5,66,,0.12,0,3,a
5.62,52,,0.12,1,3,
5.62,64,,0.12,0,3,a
5.75,50,,0.12,1,3,
5.75,62,,0.12,0,3,a
5.88,49,,0.12,1,3,
5.88,61,,0.12,0,3,a
6.0,47,,1.0,1,4,
6.0,59,,1.0,0,4,a
7.5,62,,0.25,1,4,
7.5,74,,0.25,0,4,
7.5,86,,0.25,0,4,a
8.0,59,,0.5,1,5,
8.0,71,,0.5,0,5,
8.0,83,,0.5,0,5,a
9.0,56,,0.5,1,5,
9.0,68,,0.5,0,5,
9.0,80,,0.5,0,5,a
10.0,52,,0.5,1,6,
10.0,64,,0.5,0,6,
10.0,76,,0.5,0,6,a
11.0,50,,0.5,1,6,
11.0,62,,0.5,0,6,
11.0,74,,0.5,0,6,a
12.0,47,,0.5,1,7,
12.0,59,,0.5,0,7,
12.0,71,,0.5,0,7,a
13.0,44,,0.5,1,7,
13.0,56,,0.5,0,7,
13.0,68,,0.5,0,7,a
14.0,40,,0.5,1,8,
14.0,52,,0.5,0,8,
14.0,64,,0.5,0,8,a
15.5,57,,0.17,0,8,a
15.67,61,,0.17,0,8,a
15.83,64,,0.17,0,8,a
16.0,45,,1.0,1,9,
16.0,49,,1.0,1,9,
16.0,52,,1.0,1,9,
16.0,57,,1.0,1,9,
16.0,69,,0.25,0,9,a
16.5,71,,0.25,0,9,a
17.0,73,,0.25,0,9,a
17.5,74,,0.25,0,9,a
18.0,76,,0.25,0,10,a
18.5,78,,0.25,0,10,a
19.0,80,,0.25,0,10,a
19.5,81,,0.25,0,10,a
20.0,76,,1.5,0,11,a
20.5,52,,0.5,1,11,
20.5,68,,0.5,0,11,
21.0,54,,0.5,1,11,
21.0,69,,0.5,0,11,
21.5,56,,0.5,1,11,
21.5,71,,0.5,0,11,
21.5,74,,0.5,0,11,a
22.0,57,,0.5,1,12,
22.0,64,,0.5,0,12,
22.0,73,,0.5,0,12,a
22.5,45,,0.5,1,12,a
23.0,49,,0.5,1,12,a
23.5,50,,0.5,1,12,a
24.0,52,,1.5,1,13,a
24.5,56,,0.5,0,13,
24.5,64,,0.5,0,13,a
