onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,37,,7.0,1,1,
0.0,40,,7.0,1,1,
0.0,45,,7.0,1,1,
0.0,49,,2.0,1,1,
0.0,52,,2.0,1,1,
0.0,57,,2.0,1,1,a
2.0,61,,0.5,0,1,a
3.0,64,,0.5,0,1,a
4.0,69,,3.0,0,2,a
7.0,49,,0.5,1,2,
7.0,57,,0.5,1,2,
7.0,69,,0.5,0,2,a
7.5,67,,0.5,0,2,a
8.0,50,,0.5,1,3,
8.0,57,,0.5,1,3,
8.0,67,,0.5,0,3,a
8.5,65,,0.5,0,3,a
9.0,52,,1.0,1,3,
9.0,57,,1.0,1,3,
9.0,65,,0.5,0,3,a
9.5,64,,0.5,0,3,a
10.0,53,,0.5,1,3,
10.0,57,,0.5,1,3,
10.0,64,,0.5,0,3,a
10.5,62,,0.5,0,3,a
11.0,49,,0.5,1,3,
11.0,57,,0.5,1,3,
11.0,69,,0.5,0,3,a
11.5,67,,0.5,0,3,a
12.0,50,,0.5,1,4,
12.0,57,,0.5,1,4,
12.0,67,,0.5,0,4,a
12.5,65,,0.5,0,4,a
13.0,52,,0.5,1,4,
13.0,57,,0.5,1,4,
13.0,65,,0.5,0,4,a
13.5,64,,0.5,0,4,a
14.0,53,,0.5,1,4,
14.0,57,,0.5,1,4,
14.0,64,,0.5,0,4,a
14.5,62,,0.5,0,4,a
15.0,54,,0.5,1,4,
15.0,62,,0.5,1,4,
15.0,74,,0.5,0,4,a
15.5,72,,0.5,0,4,a
16.0,55,,0.5,1,5,
16.0,62,,0.5,1,5,
16.0,72,,0.5,0,5,a
16.5,70,,0.5,0,5,a
17.0,57,,0.5,1,5,
17.0,62,,0.5,1,5,
17.0,70,,0.5,0,5,a
17.5,69,,0.5,0,5,a
18.0,58,,0.5,1,5,
18.0,62,,0.5,1,5,
18.0,69,,0.5,0,5,a
18.5,67,,0.5,0,5,a
19.0,58,,0.5,1,5,
19.0,62,,0.5,1,5,
19.0,67,,0.5,0,5,a
19.5,68,,0.5,0,5,a
20.0,57,,2.0,1,6,
20.0,62,,2.0,1,6,
20.0,65,,2.0,0,6,
20.0,68,,1.5,0,6,a
21.5,71,,0.25,0,6,a
21.75,69,,0.25,0,6,a
22.0,57,,2.0,1,6,
22.0,61,,2.0,1,6,
22.0,64,,2.0,0,6,
22.0,69,,2.0,0,6,a
24.0,40,,7.0,1,7,
24.0,43,,7.0,1,7,
24.0,48,,7.0,1,7,
24.0,52,,2.0,1,7,
24.0,55,,2.0,1,7,
24.0,60,,2.0,1,7,a
26.0,64,,0.5,0,7,a
27.0,67,,0.5,0,7,a
28.0,72,,3.0,0,8,a
31.0,52,,1.0,1,8,
31.0,60,,1.0,1,8,
31.0,72,,0.5,0,8,a
31.5,70,,0.5,0,8,a
32.0,53,,0.5,1,9,
32.0,60,,0.5,1,9,
32.0,70,,0.5,0,9,a
32.5,68,,0.5,0,9,a
33.0,68,,0.5,0,9,a
33.5,69,,0.5,0,9,a
34.0,69,,0.5,0,9,a
34.5,74,,0.5,0,9,a
35.0,54,,0.5,1,9,
35.0,62,,0.5,1,9,
35.0,74,,0.5,0,9,a
35.5,72,,0.5,0,9,a
36.0,55,,0.5,1,10,
36.0,62,,0.5,1,10,
36.0,72,,0.5,0,10,a
36.5,69,,0.5,0,10,a
37.0,69,,0.5,0,10,a
37.5,70,,0.5,0,10,a
38.0,70,,0.5,0,10,a
38.5,75,,0.5,0,10,a
39.0,55,,0.5,1,10,
39.0,58,,0.5,1,10,
39.0,63,,0.5,1,10,
39.0,75,,0.5,0,10,a
39.5,74,,0.5,0,10,a
40.0,74,,0.5,0,11,a
40.5,73,,0.5,0,11,a
41.0,55,,0.5,1,11,
41.0,57,,0.5,1,11,
41.0,61,,0.5,1,11,
41.0,64,,0.5,1,11,
41.0,73,,0.5,0,11,a
41.5,82,,0.5,0,11,a
42.0,82,,0.5,0,11,a
42.5,76,,0.5,0,11,a
43.0,55,,0.5,1,11,
43.0,58,,0.5,1,11,
43.0,61,,0.5,1,11,
43.0,64,,0.5,1,11,
43.0,76,,0.5,0,11,a
43.5,85,,0.5,0,11,a
44.0,85,,0.5,0,12,a
44.5,77,,0.5,0,12,a
45.0,56,,0.5,1,12,
45.0,59,,0.5,1,12,
45.0,62,,0.5,1,12,
45.0,65,,0.5,1,12,
45.0,77,,0.5,0,12,a
45.5,86,,0.5,0,12,a
46.0,86,,0.5,0,12,a
46.5,77,,0.5,0,12,a
47.0,56,,0.5,1,12,
47.0,59,,0.5,1,12,
47.0,62,,0.5,1,12,
47.0,65,,0.5,1,12,
47.0,77,,0.5,0,12,a
47.5,89,,0.5,0,12,a
48.0,57,,0.5,1,13,
48.0,62,,0.5,1,13,
48.0,65,,0.5,1,13,
48.0,89,,0.5,0,13,a
48.5,85,,0.5,0,13,a
49.0,85,,0.5,0,13,a
