onset,midi_number,morphetic_number,duration,staff_number,measure,type
-0.5,62,,0.5,0,0,a
0.0,70,,0.5,0,1,a
0.5,58,,0.5,1,1,
0.5,62,,0.5,1,1,
0.5,67,,0.5,0,1,a
1.0,57,,0.5,1,1,
1.0,60,,0.5,1,1,
1.0,66,,0.5,0,1,a
1.5,55,,0.5,1,1,
1.5,58,,0.5,1,1,
1.5,67,,0.5,0,1,a
2.0,54,,0.5,1,2,
2.0,57,,0.5,1,2,
2.0,62,,2.0,0,2,
2.0,72,,2.0,0,2,a
2.5,50,,0.5,1,2,
2.5,54,,0.5,1,2,
3.0,52,,0.5,1,2,
3.0,55,,0.5,1,2,
3.5,54,,0.5,1,2,
3.5,57,,0.5,1,2,
4.0,55,,0.5,1,3,
4.0,58,,0.5,1,3,
4.0,70,,0.5,0,3,a
4.5,58,,0.5,1,3,
4.5,62,,0.5,1,3,
4.5,67,,0.5,0,3,a
5.0,57,,0.5,1,3,
5.0,60,,0.5,1,3,
5.0,66,,0.5,0,3,a
5.5,55,,0.5,1,3,
5.5,58,,0.5,1,3,
5.5,67,,0.5,0,3,a
6.0,48,,0.5,1,4,
6.0,67,,2.0,0,4,
6.0,75,,2.0,0,4,a
6.5,51,,0.5,1,4,
7.0,55,,0.5,1,4,
7.5,60,,0.5,1,4,
8.0,58,,1.0,1,5,
8.0,74,,0.5,0,5,
8.5,78,,0.5,0,5,
9.0,79,,0.5,0,5,
9.5,58,,0.5,1,5,
9.5,62,,0.5,1,5,
9.5,74,,0.5,0,5,
10.0,54,,1.0,1,6,
10.0,62,,1.0,1,6,
10.0,72,,0.5,0,6,
10.5,80,,0.5,0,6,
11.0,81,,0.5,0,6,
11.5,54,,0.5,1,6,
11.5,62,,0.5,1,6,
11.5,72,,0.5,0,6,
12.0,55,,1.0,1,7,
12.0,62,,1.0,1,7,
12.0,70,,0.5,0,7,
12.5,79,,0.5,0,7,
13.0,48,,1.0,1,7,
13.0,60,,1.0,1,7,
13.0,69,,0.5,0,7,
13.5,75,,0.5,0,7,
14.0,50,,1.5,1,8,
14.0,58,,1.0,1,8,
14.0,67,,0.75,0,8,
14.75,69,,0.12,0,8,
14.88,67,,0.12,0,8,
15.0,66,,0.5,0,8,
15.5,62,,0.5,0,8,a
16.0,70,,0.5,0,9,a
16.5,58,,0.5,1,9,
16.5,62,,0.5,1,9,
16.5,67,,0.5,0,9,a
17.0,57,,0.5,1,9,
17.0,60,,0.5,1,9,
17.0,66,,0.5,0,9,a
17.5,55,,0.5,1,9,
17.5,58,,0.5,1,9,
17.5,67,,0.5,0,9,a
18.0,54,,0.5,1,10,
18.0,57,,0.5,1,10,
18.0,62,,2.0,0,10,
18.0,72,,2.0,0,10,a
18.5,50,,0.5,1,10,
18.5,54,,0.5,1,10,
19.0,52,,0.5,1,10,
19.0,55,,0.5,1,10,
19.5,54,,0.5,1,10,
19.5,57,,0.5,1,10,
20.0,55,,0.5,1,11,
20.0,58,,0.5,1,11,
20.0,70,,0.5,0,11,a
20.5,58,,0.5,1,11,
20.5,62,,0.5,1,11,
20.5,67,,0.5,0,11,a
21.0,57,,0.5,1,11,
21.0,60,,0.5,1,11,
21.0,66,,0.5,0,11,a
21.5,55,,0.5,1,11,
21.5,58,,0.5,1,11,
21.5,67,,0.5,0,11,a
22.0,48,,0.5,1,12,
22.0,75,,1.5,0,12,a
22.5,51,,0.5,1,12,
23.0,55,,0.5,1,12,
23.5,48,,0.5,1,12,
23.5,57,,0.5,1,12,
23.5,75,,0.75,0,12,a
24.0,50,,1.0,1,13,
24.0,58,,1.0,1,13,
24.25,74,,0.25,0,13,
24.5,77,,0.25,0,13,
24.75,76,,0.25,0,13,
25.0,79,,0.25,0,13,
25.25,77,,0.25,0,13,
25.5,50,,0.5,1,13,
25.5,53,,0.5,1,13,
25.5,75,,0.25,0,13,
25.75,74,,0.25,0,13,
26.0,51,,1.0,1,14,
26.0,55,,0.5,1,14,
26.0,74,,0.5,0,14,
26.5,60,,0.5,1,14,
26.5,72,,0.5,0,14,
27.0,52,,1.0,1,14,
27.0,55,,0.5,1,14,
27.0,72,,0.5,0,14,
27.5,60,,0.5,1,14,
27.5,70,,0.5,0,14,
28.0,53,,1.0,1,15,
28.0,60,,1.0,1,15,
28.0,70,,0.25,0,15,
28.25,69,,0.25,0,15,
28.5,67,,0.25,0,15,
28.75,65,,0.25,0,15,
29.0,64,,0.25,0,15,
29.25,65,,0.25,0,15,
