onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,37,,4.0,1,1,
0.0,49,,4.0,1,1,a
0.0,56,,0.33,0,1,
0.33,61,,0.33,0,1,
0.67,64,,0.33,0,1,
1.0,56,,0.33,0,1,
1.33,61,,0.33,0,1,
1.67,64,,0.33,0,1,
2.0,56,,0.33,0,1,
2.33,61,,0.33,0,1,
2.67,64,,0.33,0,1,
3.0,56,,0.33,0,1,
3.33,61,,0.33,0,1,
3.67,64,,0.33,0,1,
4.0,35,,4.0,1,2,
4.0,47,,4.0,1,2,a
4.0,56,,0.33,0,2,
4.33,61,,0.33,0,2,
4.67,64,,0.33,0,2,
5.0,56,,0.33,0,2,
5.33,61,,0.33,0,2,
5.67,64,,0.33,0,2,
6.0,56,,0.33,0,2,
6.33,61,,0.33,0,2,
6.67,64,,0.33,0,2,
7.0,56,,0.33,0,2,
7.33,61,,0.33,0,2,
7.67,64,,0.33,0,2,
8.0,33,,2.0,1,3,
8.0,45,,2.0,1,3,a
8.0,57,,0.33,0,3,
8.33,61,,0.33,0,3,
8.67,64,,0.33,0,3,
9.0,57,,0.33,0,3,
9.33,61,,0.33,0,3,
9.67,64,,0.33,0,3,
10.0,30,,2.0,1,3,
10.0,42,,2.0,1,3,a
10.0,57,,0.33,0,3,
10.33,62,,0.33,0,3,
10.67,66,,0.33,0,3,
11.0,57,,0.33,0,3,
11.33,62,,0.33,0,3,
11.67,66,,0.33,0,3,
12.0,32,,2.0,1,4,
12.0,44,,2.0,1,4,a
12.0,56,,0.33,0,4,
12.33,60,,0.33,0,4,
12.67,66,,0.33,0,4,
13.0,56,,0.33,0,4,
13.33,61,,0.33,0,4,
13.67,64,,0.33,0,4,
14.0,32,,2.0,1,4,
14.0,44,,2.0,1,4,a
14.0,56,,0.33,0,4,
14.33,61,,0.33,0,4,
14.67,63,,0.33,0,4,
15.0,54,,0.33,0,4,
15.33,60,,0.33,0,4,
15.67,63,,0.33,0,4,
16.0,37,,4.0,1,5,
16.0,44,,4.0,1,5,
16.0,49,,4.0,1,5,a
16.0,52,,0.33,0,5,
16.33,56,,0.33,0,5,
16.67,61,,0.33,0,5,
17.0,56,,0.33,0,5,
17.33,61,,0.33,0,5,
17.67,64,,0.33,0,5,
18.0,56,,0.33,0,5,
18.33,61,,0.33,0,5,
18.67,64,,0.33,0,5,
19.0,56,,0.33,0,5,
19.0,68,,0.75,0,5,a
19.33,61,,0.33,0,5,
19.67,64,,0.33,0,5,
19.75,68,,0.25,0,5,a
20.0,36,,4.0,1,6,
20.0,44,,4.0,1,6,
20.0,48,,4.0,1,6,a
20.0,56,,0.33,0,6,
20.0,68,,3.0,0,6,a
20.33,63,,0.33,0,6,
20.67,66,,0.33,0,6,
21.0,56,,0.33,0,6,
21.33,63,,0.33,0,6,
21.67,66,,0.33,0,6,
22.0,56,,0.33,0,6,
22.33,63,,0.33,0,6,
22.67,66,,0.33,0,6,
23.0,56,,0.33,0,6,
23.0,68,,0.75,0,6,a
23.33,63,,0.33,0,6,
23.67,66,,0.33,0,6,
23.75,68,,0.25,0,6,a
24.0,37,,2.0,1,7,
24.0,49,,2.0,1,7,a
24.0,56,,0.33,0,7,
24.0,68,,2.0,0,7,a
24.33,61,,0.33,0,7,
24.67,64,,0.33,0,7,
25.0,56,,0.33,0,7,
25.33,61,,0.33,0,7,
25.67,64,,0.33,0,7,
26.0,30,,2.0,1,7,
26.0,42,,2.0,1,7,a
26.0,57,,0.33,0,7,
26.0,69,,2.0,0,7,a
26.33,61,,0.33,0,7,
26.67,66,,0.33,0,7,
27.0,57,,0.33,0,7,
27.33,61,,0.33,0,7,
27.67,66,,0.33,0,7,
28.0,35,,2.0,1,8,
28.0,47,,2.0,1,8,a
28.0,56,,0.33,0,8,
28.0,68,,2.0,0,8,a
28.33,59,,0.33,0,8,
28.67,64,,0.33,0,8,
29.0,56,,0.33,0,8,
29.33,59,,0.33,0,8,
29.67,64,,0.33,0,8,
30.0,35,,2.0,1,8,
30.0,47,,2.0,1,8,a
30.0,57,,0.33,0,8,
30.0,66,,1.0,0,8,a
30.33,59,,0.33,0,8,
30.67,63,,0.33,0,8,
31.0,57,,0.33,0,8,
31.0,71,,1.0,0,8,a
31.33,59,,0.33,0,8,
31.67,63,,0.33,0,8,
32.0,40,,4.0,1,9,
32.0,52,,4.0,1,9,a
32.0,56,,0.33,0,9,
32.0,64,,1.0,0,9,a
32.33,59,,0.33,0,9,
32.67,64,,0.33,0,9,
33.0,56,,0.33,0,9,
33.33,59,,0.33,0,9,
33.67,64,,0.33,0,9,
34.0,56,,0.33,0,9,
34.33,59,,0.33,0,9,
