onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,69,,0.5,0,1,a
-0.5,69,,0.5,0,1,a
0.0,74,,1.0,0,1,a
0.0,62,,0.25,0,1,
0.25,69,,0.25,0,1,
0.5,66,,0.25,0,1,
0.75,69,,0.25,0,1,
1.0,73,,0.25,0,1,a
1.0,59,,0.25,0,1,
1.25,74,,0.25,0,1,a
1.25,66,,0.25,0,1,
1.5,76,,0.25,0,1,
1.5,62,,0.25,0,1,
1.75,78,,0.25,0,1,
1.75,66,,0.25,0,1,
2.0,79,,0.25,0,1,a
2.0,55,,0.25,0,1,
2.25,76,,0.25,0,1,
2.25,64,,0.25,0,1,
2.5,59,,0.25,0,1,
2.5,79,,0.25,0,1,
2.75,76,,0.25,0,1,
2.75,64,,0.25,0,1,
3.0,74,,0.25,0,1,a
3.0,57,,0.25,0,1,
3.25,67,,0.25,0,1,
3.25,73,,0.25,0,1,
3.5,71,,0.25,0,1,
3.5,64,,0.25,0,1,
3.75,69,,0.25,0,1,
3.75,67,,0.25,0,1,
4.0,81,,0.25,0,1,
4.0,62,,0.25,0,1,
4.25,78,,0.25,0,1,
4.25,69,,0.25,0,1,
4.5,81,,0.25,0,1,
4.5,66,,0.25,0,1,
4.75,78,,0.25,0,1,
4.75,69,,0.25,0,1,
5.0,83,,0.25,0,1,a
5.0,55,,0.25,0,1,
5.25,64,,0.25,0,1,
5.25,79,,0.25,0,1,
5.5,83,,0.25,0,1,
5.5,59,,0.25,0,1,
5.75,64,,0.25,0,1,
5.75,79,,0.25,0,1,a
6.0,78,,0.5,0,1,a
6.0,62,,0.5,0,1,
6.0,57,,1.0,0,1,
6.5,76,,0.5,0,1,a
6.5,61,,0.5,0,1,
7.0,69,,0.5,0,1,a
7.5,69,,0.5,0,1,a
8.0,74,,1.0,0,1,a
8.0,54,,0.25,0,1,
8.25,62,,0.25,0,1,
8.5,57,,0.25,0,1,
8.75,62,,0.25,0,1,
9.0,78,,0.25,0,1,a
9.0,50,,0.25,0,1,
9.25,76,,0.25,0,1,a
9.25,59,,0.25,0,1,
9.5,74,,0.25,0,1,a
9.5,54,,0.25,0,1,
9.75,73,,0.25,0,1,a
9.75,59,,0.25,0,1,
10.0,71,,0.25,0,1,a
10.0,52,,0.25,0,1,
10.25,59,,0.25,0,1,
10.25,74,,0.25,0,1,
10.5,71,,0.25,0,1,
10.5,56,,0.25,0,1,
10.75,59,,0.25,0,1,
10.75,74,,0.25,0,1,a
11.0,83,,0.25,0,1,a
11.0,56,,0.25,0,1,
11.25,81,,0.25,0,1,
11.25,62,,0.25,0,1,
11.5,80,,0.25,0,1,a
11.5,59,,0.25,0,1,
11.75,78,,0.25,0,1,a
11.75,62,,0.25,0,1,
12.0,61,,0.5,0,1,
12.0,76,,0.25,0,1,
12.0,57,,0.5,0,1,
12.25,81,,0.25,0,1,a
12.5,78,,0.25,0,1,
12.5,59,,0.5,0,1,
12.5,50,,0.5,0,1,
12.75,74,,0.25,0,1,a
13.0,73,,0.25,0,1,a
13.0,57,,0.5,0,1,
13.0,52,,0.5,0,1,
13.25,76,,0.25,0,1,a
13.5,74,,0.25,0,1,a
13.5,52,,0.5,0,1,
13.5,56,,0.5,0,1,
13.75,71,,0.25,0,1,a
13.75,62,,0.25,0,1,
14.0,71,,0.5,0,1,a
14.0,62,,0.5,0,1,
14.0,57,,1.0,0,1,
14.0,45,,1.0,0,1,
14.0,52,,1.0,0,1,
14.5,69,,0.5,0,1,a
14.5,61,,0.5,0,1,
15.0,69,,0.5,0,1,a
15.5,69,,0.5,0,1,a
16.0,74,,1.0,0,1,a
16.0,62,,0.25,0,1,
16.25,69,,0.25,0,1,
16.5,66,,0.25,0,1,
16.75,69,,0.25,0,1,
17.0,59,,0.25,0,1,
17.0,73,,0.25,0,1,a
17.25,74,,0.25,0,1,
17.25,66,,0.25,0,1,
17.5,62,,0.25,0,1,
17.5,76,,0.25,0,1,
17.75,78,,0.25,0,1,
17.75,66,,0.25,0,1,
18.0,79,,0.25,0,1,a
18.0,55,,0.25,0,1,
18.25,64,,0.25,0,1,
18.25,76,,0.25,0,1,
18.5,79,,0.25,0,1,
18.5,59,,0.25,0,1,
18.75,76,,0.25,0,1,
18.75,64,,0.25,0,1,
19.0,74,,0.25,0,1,a
